Unnamed: 0,Dates,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,DD,Delhi,DNH,DVC,Essar steel,Goa,Gujarat,Haryana,HP,J&K,Jharkhand,Karnataka,Kerala,Maharashtra,Manipur,Meghalaya,Mizoram,MP,Nagaland,Odisha,Pondy,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,UP,Uttarakhand,West Bengal,Total Consumption,year,month,day,day_of_week,quarter,total_consumption,daily_growth_rate,rolling_7_day_avg,rolling_30_day_avg
754,2016-01-31,133.9,2.0,21.4,65.7,3.4,75.7,6.3,57.7,16.2,55.8,7.6,7.3,272.6,111.7,24.4,43.2,21.6,184.2,57.9,373.1,2.7,5.4,1.4,201.1,2.1,69.3,5.7,92.7,218.4,1.6,263.4,129.1,3.1,230.7,34.2,112.9,2915.5,2016,1,31,6,1,5831.0,-3.0493482309124964,5919.057142857143,5865.386666666667
755,2016-02-01,135.3,1.9,22.5,64.4,3.7,76.2,6.3,62.4,15.9,56.8,6.8,9.1,277.3,117.0,25.5,44.1,20.8,191.8,61.8,387.9,2.3,5.4,1.4,201.9,2.1,68.7,5.7,93.6,218.7,1.3,273.5,134.4,3.2,233.9,34.2,114.3,2982.1000000000004,2016,2,1,0,1,5964.200000000001,2.2843423083519276,5928.742857142858,5868.793333333333
756,2016-02-02,141.4,2.0,22.2,64.0,3.8,76.7,6.5,62.1,16.0,54.8,6.5,8.5,277.4,121.7,25.5,44.1,21.0,194.3,62.1,389.4,2.5,5.5,1.5,204.8,2.2,70.9,6.1,96.8,220.8,1.7,278.0,131.2,3.2,234.5,35.5,119.0,3014.2,2016,2,2,1,1,6028.4,1.0764226551758682,5983.285714285715,5875.553333333332
757,2016-02-03,143.2,2.0,22.4,61.8,3.8,77.4,6.6,62.8,16.0,57.4,6.5,8.6,275.3,123.1,26.5,44.0,20.4,193.6,61.5,391.6,2.3,5.4,1.5,204.5,2.0,73.0,6.2,98.1,219.3,1.7,284.2,137.4,3.2,237.7,36.7,121.8,3039.4999999999995,2016,2,3,2,1,6078.999999999999,0.8393603609581302,6002.914285714285,5882.973333333332
758,2016-02-04,143.6,2.0,21.7,62.0,3.7,77.8,6.6,63.2,16.6,57.8,5.8,8.6,275.8,123.1,26.1,44.8,20.5,196.2,61.8,386.1,2.5,5.3,1.5,204.0,2.2,60.9,6.3,99.6,215.4,1.9,278.9,139.4,3.3,239.0,36.8,122.9,3023.7000000000007,2016,2,4,3,1,6047.4000000000015,-0.519822339200493,6001.285714285715,5892.466666666666
759,2016-02-05,127.1,2.1,22.4,63.1,3.7,77.8,6.6,64.1,16.3,58.8,6.3,8.4,278.4,124.6,26.3,43.6,20.3,194.5,62.2,382.1,2.5,5.5,1.4,206.0,2.2,61.1,6.2,101.6,221.6,1.8,283.2,141.1,2.8,239.4,36.9,120.9,3022.9,2016,2,5,4,1,6045.8,-0.026457651222033807,6001.4571428571435,5895.88
760,2016-02-06,142.1,1.7,22.0,65.9,3.6,77.3,6.7,60.1,16.4,58.0,6.3,8.2,277.8,123.3,26.1,43.7,21.1,192.1,62.7,382.2,2.7,5.7,1.5,202.8,2.0,57.8,6.2,98.2,220.5,1.2,281.6,137.8,3.8,232.5,36.1,121.7,3009.4,2016,2,6,5,1,6018.799999999999,-0.4465910218664382,6002.085714285715,5896.766666666666
761,2016-02-07,135.0,1.9,21.3,64.7,3.4,77.3,6.4,58.2,16.1,59.0,4.7,7.5,270.3,111.3,27.3,42.0,22.3,188.7,58.7,368.8,2.5,5.6,1.4,201.8,2.0,60.7,5.7,94.7,213.3,1.6,260.6,135.4,3.0,229.1,31.6,116.8,2910.7,2016,2,7,6,1,5821.4,-3.2797235329301455,6000.714285714285,5889.960000000001
762,2016-02-08,146.1,1.9,21.3,64.2,3.6,77.5,6.5,61.9,15.6,58.6,5.2,8.3,272.5,116.4,25.2,44.4,21.0,197.0,65.0,384.0,2.4,5.5,1.4,200.6,2.1,62.0,6.2,99.2,209.8,1.7,283.9,136.6,3.0,228.7,32.8,120.7,2992.8,2016,2,8,0,1,5985.6,2.820627340502302,6003.771428571427,5889.16
763,2016-02-09,144.7,1.9,20.4,64.1,3.6,77.8,5.2,62.3,16.3,58.1,5.7,8.5,278.6,121.6,25.6,44.2,21.2,200.0,66.8,395.3,2.6,5.6,1.5,202.7,2.1,63.1,6.3,103.2,216.5,1.8,289.0,138.2,3.1,236.9,35.4,118.5,3048.4,2016,2,9,1,1,6096.8,1.8577920342154552,6013.542857142857,5893.046666666666
764,2016-02-10,146.4,2.0,21.0,62.5,3.7,78.9,6.6,61.9,16.3,59.0,6.7,8.5,276.1,121.5,25.4,44.4,21.1,190.6,75.8,395.9,2.1,5.6,1.4,202.6,2.2,60.1,6.4,104.8,217.3,1.8,288.9,139.5,3.2,241.9,34.8,120.4,3057.3,2016,2,10,2,1,6114.6,0.2919564361632432,6018.628571428571,5899.846666666667
765,2016-02-11,147.9,1.9,21.5,57.0,3.6,79.5,6.7,61.1,16.3,60.1,7.8,8.6,280.1,121.3,25.9,35.8,21.7,199.6,65.4,385.4,2.3,5.5,1.4,202.6,2.1,58.0,6.4,99.4,216.9,1.7,292.2,141.2,3.2,240.1,36.4,120.6,3037.2,2016,2,11,3,1,6074.4,-0.6574428417230993,6022.4857142857145,5909.473333333333
766,2016-02-12,149.7,2.0,21.7,64.4,3.6,81.1,6.5,63.6,16.2,60.7,6.6,8.4,282.4,121.4,25.9,37.6,21.6,201.8,67.4,379.1,2.6,5.9,1.5,201.6,2.1,58.7,6.4,103.0,212.8,1.8,289.8,143.3,3.0,240.2,35.7,121.0,3051.1000000000004,2016,2,12,4,1,6102.200000000001,0.4576583695509173,6030.542857142857,5915.513333333333
767,2016-02-13,145.4,2.1,22.0,66.6,3.6,80.5,6.4,57.8,16.1,59.6,7.4,8.1,278.2,115.5,26.4,41.0,21.4,198.3,66.5,377.6,2.4,5.7,1.4,201.4,2.1,59.6,6.5,99.4,220.1,1.4,293.3,138.7,3.1,231.8,35.9,117.2,3020.5000000000005,2016,2,13,5,1,6041.000000000001,-1.0029169807610372,6033.714285714285,5915.9
768,2016-02-14,145.6,2.1,21.5,63.7,3.2,80.5,6.4,56.5,15.7,57.0,7.0,7.3,265.2,110.2,24.6,43.2,20.8,183.6,61.3,368.2,2.4,5.7,1.3,198.6,2.1,62.3,5.9,99.4,215.4,1.0,269.1,135.9,3.0,233.0,33.3,115.7,2927.7,2016,2,14,6,1,5855.4,-3.0723390167191056,6038.571428571428,5917.293333333334
769,2016-02-15,145.5,2.0,21.6,64.5,3.6,81.3,6.3,59.6,16.1,58.2,7.0,8.3,272.9,117.2,25.6,43.6,21.5,195.0,66.4,389.6,2.3,5.7,1.3,195.5,2.1,61.8,6.4,102.2,214.2,1.5,288.3,135.9,3.1,232.9,34.7,124.1,3017.8,2016,2,15,0,1,6035.6,3.0775011100864225,6045.714285714285,5928.679999999999
770,2016-02-16,143.0,2.1,22.0,62.6,3.6,82.0,6.6,59.0,16.2,58.1,8.0,8.4,275.9,121.3,25.5,43.5,20.3,197.7,66.0,397.2,2.4,5.6,1.4,189.8,2.1,60.7,6.2,104.8,211.7,1.8,292.9,136.1,3.0,256.0,35.1,130.7,3059.3,2016,2,16,1,1,6118.6,1.375173967791099,6048.828571428572,5943.513333333333
771,2016-02-17,147.8,2.0,21.6,59.7,3.6,82.0,6.6,61.1,16.5,58.7,8.6,8.5,278.6,123.8,25.3,43.5,19.1,197.2,67.2,401.6,2.4,5.5,1.4,193.0,2.0,66.6,6.5,109.4,211.7,1.7,294.3,136.2,3.2,239.6,34.9,132.8,3074.2,2016,2,17,2,1,6148.4,0.48703951884416785,6053.657142857143,5960.986666666666
772,2016-02-18,148.4,2.1,21.6,63.4,3.5,83.8,6.7,59.3,15.7,57.6,8.7,8.7,287.0,109.4,25.6,44.3,20.3,194.0,68.5,395.3,2.3,5.4,1.4,196.0,2.0,67.8,6.5,108.1,207.0,1.2,291.5,138.0,3.5,238.1,34.7,132.6,3059.999999999999,2016,2,18,3,1,6119.999999999998,-0.4619087892785312,6060.171428571428,5971.3
773,2016-02-19,146.1,2.0,21.4,63.7,3.6,82.2,6.8,61.1,16.5,56.3,8.5,9.0,291.5,111.3,26.5,43.8,22.1,197.0,69.5,392.9,2.4,5.5,1.4,199.5,2.1,71.9,6.6,97.8,211.6,1.6,298.8,139.1,3.3,242.8,34.5,137.6,3088.3000000000006,2016,2,19,4,1,6176.600000000001,0.924836601307244,6070.8,5985.1
774,2016-02-20,148.2,2.0,21.4,63.1,3.4,82.4,6.7,56.2,16.3,58.6,8.6,8.8,288.2,107.8,24.3,36.2,20.8,199.7,69.9,402.4,2.3,5.4,1.4,199.9,2.0,65.5,6.7,85.2,206.5,1.5,299.0,139.0,4.4,232.3,34.8,136.3,3047.200000000001,2016,2,20,5,1,6094.400000000002,-1.3308292588155135,6078.428571428572,5996.253333333332
775,2016-02-21,144.1,2.1,19.6,56.7,3.1,82.8,6.7,52.3,16.5,59.1,8.9,8.0,277.1,100.5,22.0,40.9,22.5,194.8,64.9,393.8,2.1,5.0,1.3,195.0,1.6,72.1,6.0,89.1,206.1,1.0,288.4,135.7,4.6,221.5,31.8,134.2,2971.9,2016,2,21,6,1,5943.799999999999,-2.471121029141554,6091.057142857144,6001.506666666667
776,2016-02-22,147.3,2.0,19.1,62.4,3.3,82.2,6.6,55.1,16.6,59.0,8.8,8.4,281.6,105.5,25.0,40.2,21.0,204.3,70.6,403.5,2.3,4.6,1.3,194.8,1.7,80.2,6.4,94.7,205.2,1.6,300.1,142.8,3.4,228.9,33.4,132.5,3056.4,2016,2,22,0,1,6112.8,2.8432988996938136,6102.085714285714,6010.759999999999
777,2016-02-23,153.4,2.0,20.9,61.8,3.4,83.8,6.8,56.9,16.4,59.0,9.3,9.3,284.6,111.2,25.0,44.2,20.6,201.3,71.1,409.1,2.3,5.4,1.3,194.2,1.9,75.7,6.4,100.6,211.8,1.9,297.1,144.3,3.4,235.6,32.9,134.8,3099.7000000000007,2016,2,23,1,1,6199.4000000000015,1.4166993848972798,6113.628571428571,6021.933333333334
778,2016-02-24,154.6,2.0,21.4,61.8,3.5,84.6,6.8,53.0,16.7,56.7,9.4,9.0,285.1,122.0,25.2,42.0,20.4,204.1,71.0,411.0,2.2,5.3,1.1,195.3,1.9,77.7,6.5,101.6,217.8,1.8,301.6,143.8,2.7,240.2,34.1,125.6,3119.5,2016,2,24,2,1,6239.0,0.638771494015522,6126.571428571428,6033.3533333333335
779,2016-02-25,152.6,2.0,20.4,63.6,3.4,86.7,6.7,60.7,16.6,59.3,9.5,8.9,290.6,124.0,24.6,42.0,21.7,206.1,70.7,391.8,2.0,5.2,1.3,195.9,1.9,77.2,6.8,102.5,211.8,1.8,304.3,145.1,2.6,235.8,34.1,124.6,3114.8000000000006,2016,2,25,3,1,6229.600000000001,-0.15066517070041474,6142.228571428573,6052.786666666667
780,2016-02-26,152.0,2.0,21.3,63.6,3.4,78.0,6.7,59.9,16.6,64.8,9.3,8.9,287.6,127.7,25.1,43.0,20.7,207.0,71.2,401.3,2.2,4.9,1.3,194.2,2.0,68.3,6.7,104.7,212.7,1.4,305.1,145.2,3.1,246.1,33.5,121.4,3122.9,2016,2,26,4,1,6245.799999999999,0.2600487992808098,6152.114285714286,6062.926666666667
781,2016-02-27,153.0,2.0,20.3,63.2,3.3,75.9,6.2,56.1,16.8,59.3,9.7,8.6,288.8,128.4,24.6,41.7,20.7,202.6,70.2,400.4,2.4,4.6,1.4,191.5,2.0,65.8,6.5,108.7,212.3,1.6,300.4,141.6,3.1,249.0,34.9,120.7,3098.3,2016,2,27,5,1,6196.6,-0.7877293541259545,6166.714285714285,6067.52
782,2016-02-28,149.1,1.9,19.5,62.5,3.0,81.1,6.5,54.3,16.5,58.2,9.4,7.9,282.1,121.9,23.3,36.4,21.4,193.0,65.0,390.2,2.4,4.7,1.3,189.3,1.8,70.7,6.4,105.5,208.2,0.6,285.1,136.6,2.9,236.8,32.4,118.3,3006.2000000000003,2016,2,28,6,1,6012.400000000001,-2.9725978762547123,6176.5142857142855,6066.446666666668
783,2016-02-29,148.9,2.1,21.5,64.0,3.0,81.0,6.7,57.9,16.6,58.4,6.4,8.9,292.2,125.6,24.7,42.5,21.3,208.1,69.5,393.2,2.5,4.9,1.3,188.5,2.0,71.7,6.6,106.6,210.4,0.8,292.8,141.4,3.2,247.7,34.5,126.2,3093.6,2016,2,29,0,1,6187.2,2.9073248619519543,6187.142857142857,6072.206666666666
784,2016-03-01,149.9,2.1,21.9,64.4,3.4,81.3,6.6,60.7,16.3,59.8,9.1,9.3,296.9,127.6,24.9,42.8,23.0,205.8,69.3,390.7,2.4,5.0,1.4,189.8,2.0,71.5,6.7,110.7,214.9,1.7,303.6,134.5,3.5,249.2,34.5,126.6,3123.8,2016,3,1,1,1,6247.6,0.9762089475045421,6194.028571428572,6086.093333333333
785,2016-03-02,151.9,2.0,21.9,63.7,3.4,82.4,6.2,60.1,16.4,59.3,9.9,9.3,300.0,128.6,25.6,42.1,22.8,203.9,70.4,396.9,2.5,5.2,1.4,189.8,1.9,73.6,6.6,107.7,210.7,1.6,303.9,138.9,3.1,250.7,34.4,129.5,3138.3,2016,3,2,2,1,6276.6,0.4641782444458675,6199.400000000001,6096.506666666667
786,2016-03-03,152.8,2.1,22.2,63.3,3.4,83.8,6.7,61.2,16.7,59.4,10.0,9.5,294.3,126.5,25.4,43.1,22.4,201.2,71.3,392.6,2.4,5.2,1.4,188.7,2.0,75.5,6.8,113.1,211.3,1.7,305.6,141.3,3.1,252.5,34.9,132.9,3146.3,2016,3,3,3,1,6292.6,0.25491508141350927,6208.4,6105.313333333334
787,2016-03-04,152.2,2.1,21.8,62.7,3.4,83.9,6.9,63.0,16.5,59.4,11.2,9.4,301.5,117.8,25.7,42.2,22.3,207.6,71.0,376.5,2.4,5.2,1.3,185.6,1.8,74.6,6.9,105.1,201.2,1.5,310.4,143.3,3.3,256.1,35.1,137.7,3128.6,2016,3,4,4,1,6257.2,-0.5625655531894647,6210.028571428572,6111.253333333333
788,2016-03-05,153.6,1.9,21.6,63.9,3.2,81.1,6.9,57.2,16.5,60.3,10.0,9.5,296.6,92.6,25.4,41.0,22.5,202.6,70.4,396.3,2.4,5.2,1.3,179.9,2.3,73.5,6.9,88.1,186.9,1.3,307.2,139.5,3.4,245.0,32.4,131.6,3040.0,2016,3,5,5,1,6080.0,-2.831937607875723,6193.3714285714295,6112.339999999999
789,2016-03-06,153.6,1.9,19.8,61.6,2.9,79.4,6.7,52.6,16.4,58.3,10.4,8.4,288.3,80.9,23.0,40.0,21.0,195.3,66.0,388.4,2.2,5.2,1.2,166.3,1.8,73.0,8.6,77.6,183.7,1.2,286.7,135.7,3.2,211.0,28.3,134.8,2895.4,2016,3,6,6,1,5790.799999999999,-4.756578947368428,6161.714285714285,6103.84
790,2016-03-07,151.5,1.9,19.8,64.3,3.0,78.7,5.4,56.9,16.4,57.9,10.4,9.1,283.9,94.8,22.5,41.1,20.2,205.0,70.9,402.2,2.2,5.3,1.3,166.8,1.7,73.2,6.8,86.2,196.4,1.0,303.8,139.7,3.0,231.0,32.8,137.1,3004.2,2016,3,7,0,1,6008.4,3.7576846031636357,6136.171428571429,6103.493333333334
791,2016-03-08,150.9,2.0,21.9,60.8,3.3,78.0,6.7,59.6,16.6,55.4,9.3,8.9,287.6,105.3,23.4,41.1,19.8,209.4,72.6,401.3,2.2,5.0,1.3,194.2,1.8,77.8,6.6,95.6,197.3,1.2,308.8,138.9,3.2,217.9,33.2,141.2,3060.0999999999995,2016,3,8,1,1,6120.199999999999,1.8607283136941488,6117.971428571428,6113.453333333334
792,2016-03-09,152.6,2.0,21.9,64.1,3.4,84.4,6.8,61.4,16.7,59.3,9.3,9.3,298.8,108.3,24.4,41.2,21.7,210.4,74.1,420.0,2.2,5.0,1.3,176.7,1.8,80.0,6.8,103.0,200.5,1.7,314.4,143.0,3.2,237.8,34.2,140.7,3142.399999999999,2016,3,9,2,1,6284.799999999998,2.6894545929871505,6119.142857142857,6123.426666666667
793,2016-03-10,153.7,2.0,22.8,63.7,3.4,85.4,6.7,62.8,16.6,60.5,9.3,9.5,303.3,111.1,24.3,40.9,21.8,210.1,74.7,421.4,2.3,5.0,1.3,179.7,1.8,79.8,7.0,101.5,202.3,1.7,310.6,143.2,3.4,238.6,34.1,142.5,3158.7999999999997,2016,3,10,3,1,6317.5999999999985,0.5218940936863481,6122.714285714285,6130.786666666667
794,2016-03-11,155.1,2.0,23.1,61.9,3.4,86.9,6.9,63.0,16.3,54.6,9.6,9.8,304.0,106.8,24.8,40.3,22.1,208.4,73.3,421.4,2.3,5.0,1.4,182.8,1.8,81.8,7.0,93.7,197.4,1.2,312.8,145.6,3.6,238.6,33.7,146.5,3148.899999999999,2016,3,11,4,1,6297.799999999998,-0.3134101557553559,6128.514285714285,6136.8933333333325
795,2016-03-12,152.9,2.0,22.1,62.4,3.2,85.2,6.9,56.9,16.2,59.0,9.9,9.8,296.6,85.4,20.3,35.5,19.2,207.8,71.0,417.0,2.4,4.9,1.4,164.2,2.1,80.5,7.2,73.2,185.7,1.2,311.2,142.6,3.8,214.5,26.9,150.2,3011.3,2016,3,12,5,1,6022.6,-4.369779923147732,6120.314285714284,6135.166666666667
796,2016-03-13,151.5,1.9,21.3,57.0,3.2,69.8,6.6,59.6,15.1,57.0,11.1,9.7,291.6,95.6,24.9,39.9,19.6,205.5,74.0,406.8,2.3,5.1,1.2,157.7,1.9,85.6,6.8,74.3,193.1,1.3,305.1,143.9,3.5,212.3,31.4,149.2,2996.4,2016,3,13,6,1,5992.8,-0.49480290904261315,6149.171428571428,6131.52
797,2016-03-14,151.5,1.9,21.3,57.0,3.2,69.8,6.6,59.6,15.1,57.0,11.1,9.7,291.6,95.6,24.9,39.9,19.6,205.5,74.0,406.8,2.3,5.1,1.2,157.7,1.9,85.6,6.8,74.3,193.1,1.3,305.1,143.9,3.5,212.3,31.4,149.2,2996.4,2016,3,14,0,1,5992.8,0.0,6146.942857142856,6129.913333333334
798,2016-03-15,154.6,1.9,22.1,57.1,3.3,75.7,6.8,60.4,15.2,58.7,12.4,9.6,292.0,99.5,25.8,39.1,22.8,199.3,73.5,417.8,2.3,4.9,1.4,165.6,2.0,79.0,7.1,80.1,194.4,1.0,318.4,145.4,3.5,228.2,32.7,144.6,3058.2,2016,3,15,1,1,6116.4,2.0624749699639455,6146.4,6138.613333333333
799,2016-03-16,155.6,1.7,20.2,58.9,3.4,70.9,6.5,61.4,15.3,59.5,11.2,9.2,292.0,101.9,25.1,41.4,22.8,200.9,73.0,417.9,2.3,4.7,1.4,167.1,2.0,78.9,7.1,81.4,197.7,1.1,321.0,143.0,3.4,238.4,32.5,141.2,3071.9999999999995,2016,3,16,2,1,6143.999999999999,0.45124583088089754,6126.285714285715,6142.226666666667
800,2016-03-17,159.1,1.9,22.0,62.1,3.3,79.7,6.8,59.6,15.5,60.9,11.6,9.0,299.6,103.8,25.8,41.7,22.2,198.7,73.6,421.8,2.6,4.4,1.3,171.1,2.0,78.1,7.1,81.6,190.7,1.3,320.3,146.2,4.5,247.3,33.3,140.9,3111.4,2016,3,17,3,1,6222.8,1.2825520833333437,6112.742857142856,6145.7
801,2016-03-18,157.5,2.0,23.1,62.7,3.3,80.0,7.0,64.7,15.1,61.4,10.3,9.3,304.0,103.2,24.6,42.1,22.1,194.3,74.5,424.3,2.3,4.4,1.3,171.4,2.0,75.7,7.2,83.4,196.8,1.4,323.6,150.0,4.0,242.1,34.3,140.4,3125.8000000000006,2016,3,18,4,1,6251.600000000001,0.4628141672559094,6106.142857142857,6149.14
802,2016-03-19,158.8,2.0,23.3,61.8,3.3,72.6,6.9,62.3,15.6,62.6,11.2,9.2,300.5,110.0,24.9,35.3,22.0,197.7,75.0,425.1,1.9,4.3,1.4,170.0,1.9,74.1,7.1,83.5,200.5,1.4,316.1,149.0,4.8,255.4,33.2,140.2,3124.9,2016,3,19,5,1,6249.8,-0.02879262908697111,6138.6,6153.466666666666
803,2016-03-20,155.3,2.0,21.6,64.0,3.0,80.4,6.6,59.3,16.4,61.9,11.0,8.3,290.0,97.1,25.3,40.3,20.6,195.1,70.3,409.7,2.0,4.3,1.3,169.8,1.9,75.5,6.6,75.4,190.7,1.4,296.7,143.8,4.8,255.0,31.6,144.7,3043.7,2016,3,20,6,1,6087.4,-2.598483151460851,6152.114285714285,6150.493333333334
804,2016-03-21,158.8,2.0,19.2,60.9,3.3,85.8,6.8,62.8,16.6,61.9,11.9,9.3,301.0,106.0,25.2,40.7,22.0,206.0,76.0,417.4,2.2,4.6,1.3,174.3,1.7,79.1,7.0,84.0,192.4,1.3,312.4,148.0,4.2,250.1,31.7,140.5,3128.4,2016,3,21,0,1,6256.799999999999,2.7827972533429612,6189.828571428572,6155.906666666667
805,2016-03-22,161.0,2.0,20.5,58.8,3.2,84.2,7.0,61.1,16.8,63.6,13.0,9.9,302.1,104.6,24.2,40.3,20.7,209.8,76.6,428.8,2.1,4.1,1.2,172.1,2.0,80.5,7.2,86.7,187.1,1.3,325.8,149.2,4.4,242.1,32.5,139.9,3146.4,2016,3,22,1,1,6292.8,0.5753739930955293,6215.028571428571,6167.539999999999
806,2016-03-23,162.1,2.0,22.1,62.0,3.3,90.0,6.8,59.1,16.1,54.6,11.2,9.3,283.5,104.6,23.4,40.9,23.9,210.4,75.5,434.1,2.1,3.8,1.3,163.7,2.1,80.7,7.2,87.3,179.4,1.4,321.2,146.2,5.2,283.9,30.0,126.8,3137.2,2016,3,23,2,1,6274.4,-0.29239766081872176,6233.657142857142,6172.926666666667
807,2016-03-24,160.6,2.1,20.5,63.0,2.8,74.3,3.7,47.9,10.9,56.2,11.7,8.3,231.7,90.2,17.0,40.4,22.8,209.5,75.1,384.5,2.1,4.1,1.3,161.4,2.0,77.9,6.1,79.4,159.4,1.3,321.6,146.7,5.2,283.8,22.1,130.1,2937.7,2016,3,24,3,1,5875.4,-6.35917378554125,6184.028571428571,6162.126666666666
808,2016-03-25,160.6,2.0,21.7,64.2,3.2,77.7,5.1,57.2,12.7,59.3,10.5,9.0,273.0,96.2,19.7,50.4,21.5,209.5,75.1,403.8,2.2,4.6,1.3,168.0,2.1,78.9,6.1,87.4,168.0,1.6,321.6,146.7,5.0,255.7,26.9,133.2,3041.7,2016,3,25,4,1,6083.4,3.540184498076737,6160.0,6156.94
809,2016-03-26,156.6,2.0,22.8,67.0,3.3,83.4,6.8,60.0,16.0,61.5,12.1,9.4,295.8,101.7,22.9,38.7,22.0,210.7,73.2,426.4,2.2,4.7,1.3,170.9,1.9,74.5,7.2,96.1,171.6,1.6,319.3,149.8,5.5,257.2,32.1,135.7,3123.9,2016,3,26,5,1,6247.8,2.7024361376861705,6159.714285714284,6157.546666666666
810,2016-03-27,150.6,2.0,23.3,67.7,2.9,76.1,6.7,58.6,16.3,60.8,11.9,8.8,289.2,100.9,20.6,44.0,22.2,199.9,73.2,410.5,2.2,4.2,1.3,159.1,1.8,79.4,7.5,98.4,170.3,1.5,304.8,143.2,5.7,249.3,31.0,133.4,3039.3000000000006,2016,3,27,6,1,6078.600000000001,-2.708153269951008,6158.4571428571435,6151.973333333332
811,2016-03-28,151.8,2.2,18.4,62.1,3.4,66.1,6.6,63.3,16.5,60.2,11.4,9.3,297.4,106.9,23.6,44.5,20.7,209.6,75.1,420.4,2.1,3.5,1.2,158.6,1.7,76.5,7.0,107.9,177.1,0.5,312.4,145.1,3.8,251.4,32.6,142.4,3093.3,2016,3,28,0,1,6186.6,1.7767249037607291,6148.428571428572,6151.639999999999
812,2016-03-29,154.6,2.1,18.6,61.8,3.5,78.9,6.7,65.6,16.5,59.2,11.0,10.1,298.2,108.6,24.6,35.3,22.7,214.6,74.6,435.3,2.2,3.4,1.3,169.0,2.0,77.8,7.4,113.2,179.3,1.2,325.1,148.7,3.8,257.9,33.6,141.3,3169.7,2016,3,29,1,1,6339.4,2.469854201015087,6155.085714285714,6162.539999999999
813,2016-03-30,155.1,1.9,22.5,66.9,3.6,79.7,6.6,67.6,16.5,62.6,12.6,9.8,298.3,107.9,24.0,46.2,22.7,210.9,75.7,434.0,2.4,3.9,1.3,172.2,2.3,75.4,7.4,103.5,176.4,1.2,323.6,148.1,5.2,243.8,33.5,142.7,3168.0,2016,3,30,2,1,6336.0,-0.05363283591506285,6163.885714285715,6167.5
814,2016-03-31,156.3,2.0,18.5,63.3,3.7,89.7,6.4,72.7,16.2,62.4,12.6,9.4,301.4,107.7,23.5,42.9,25.2,213.0,76.7,424.9,1.7,3.6,0.8,172.7,1.7,76.2,7.4,116.3,176.0,1.3,321.4,146.8,4.2,266.6,33.8,137.6,3196.6000000000004,2016,3,31,3,1,6393.200000000001,0.9027777777777857,6237.857142857143,6172.3533333333335
815,2016-04-01,157.6,1.7,18.6,55.3,3.8,88.5,7.0,73.6,15.8,63.0,10.7,9.7,302.5,108.4,22.7,41.7,24.0,208.7,76.4,416.9,1.8,4.2,1.0,171.4,1.5,79.0,7.4,113.3,180.2,1.1,323.3,151.2,4.3,276.2,33.4,131.1,3187.0,2016,4,1,4,2,6374.0,-0.30031908903210836,6279.371428571429,6175.6
816,2016-04-02,157.4,1.7,22.9,61.9,3.9,87.3,6.3,73.3,16.1,63.1,9.3,9.6,304.9,109.0,22.6,42.7,22.4,207.6,76.2,423.1,2.0,4.7,1.0,175.8,2.0,76.5,7.4,111.9,184.8,1.2,322.8,153.2,2.9,273.7,35.2,132.3,3208.7000000000003,2016,4,2,5,2,6417.400000000001,0.6808911201757306,6303.6,6179.759999999999
817,2016-04-03,153.7,1.9,22.7,61.2,3.7,89.8,6.3,74.3,16.2,63.6,9.8,8.8,294.4,103.8,21.6,43.2,21.5,198.0,70.8,420.0,2.2,4.5,1.3,174.6,2.0,73.6,6.8,109.8,181.0,1.5,310.6,149.4,3.0,278.3,34.2,129.8,3147.9,2016,4,3,6,2,6295.8,-1.8948483809642536,6334.628571428571,6181.046666666666
818,2016-04-04,155.9,2.0,23.3,61.1,4.4,85.3,6.6,81.7,16.5,66.1,8.6,9.9,303.8,108.5,23.5,42.5,21.5,209.8,75.9,436.8,1.9,4.3,1.4,178.6,2.1,77.8,7.3,110.4,177.9,0.6,314.2,154.7,2.1,284.6,36.3,139.0,3236.9,2016,4,4,0,2,6473.799999999999,2.8272816798500466,6375.657142857142,6194.173333333334
819,2016-04-05,158.1,1.8,20.6,66.6,4.1,78.8,6.7,80.6,16.4,63.4,10.1,10.0,302.6,116.8,23.5,44.5,22.7,208.7,76.6,435.3,1.8,4.1,1.3,178.8,1.9,78.0,7.4,109.5,180.7,0.9,321.6,155.1,2.6,280.8,31.3,141.8,3245.5,2016,4,5,1,2,6491.0,0.26568630479781863,6397.314285714286,6217.513333333333
820,2016-04-06,156.8,1.8,20.5,64.9,4.0,83.3,6.6,82.2,16.5,63.6,12.9,9.7,298.8,114.0,22.7,43.5,23.1,207.9,76.8,430.8,1.9,3.3,1.3,177.6,1.9,80.9,7.3,102.9,175.8,1.1,329.0,151.8,3.0,283.0,34.2,145.1,3240.5,2016,4,6,2,2,6481.0,-0.15405946695424833,6418.028571428571,6233.266666666666
821,2016-04-07,157.9,1.7,20.5,64.6,3.9,89.5,6.9,81.7,16.5,64.2,12.8,9.7,306.2,110.8,23.3,44.8,22.0,210.1,77.2,425.0,2.2,3.9,1.2,178.1,2.1,81.6,7.6,101.6,174.6,1.0,326.5,152.5,3.3,277.0,33.2,150.4,3246.0999999999995,2016,4,7,3,2,6492.199999999999,0.17281283752506038,6432.171428571428,6245.666666666666
