city,date,irradiance,temperature,humidity,wind_speed,AC_POWER,DC_POWER,IRRADIATION,solar_performance_score,Unnamed: 0,Dates,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,DD,Delhi,DNH,DVC,Essar steel,Goa,Gujarat,Haryana,HP,J&K,Jharkhand,Karnataka,Kerala,Maharashtra,Manipur,Meghalaya,Mizoram,MP,Nagaland,Odisha,Pondy,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,UP,Uttarakhand,West Bengal,Total Consumption,year,month,day,day_of_week,quarter,total_consumption,daily_growth_rate,rolling_7_day_avg,rolling_30_day_avg,installation_cost,tariff_rate,annual_savings,maintenance_cost,subsidy,net_installation_cost,roi,payback_period,income,urbanization_score,solar_adoption
Amaravati,2020-05-29,6.5623,36.55,47.84,4.42,478.5977366602617,4896.060546520335,0.3660857445467344,5.9730673078322445,2326,2020-05-29,193.3,1.9,24.0,95.5,4.3,82.5,4.8,88.4,8.9,53.7,17.4,10.9,323.9,109.0,24.7,44.1,23.4,192.8,69.8,462.6,2.5,5.2,1.4,203.7,2.1,73.6,7.8,134.0,250.1,1.2,298.8,182.4,3.2,337.1,33.8,113.9,3483.6000000000004,2020,5,29,4,2,6970.300000000001,-1.5883548878974365,7306.014285714286,6623.58,701157,9.511826554380756,1661603.611057536,14023.14,140231.4,560925.6,293.72531242245606,0.3375806712783472,818467,0.10946759867911515,0
Amaravati,2020-05-30,5.2642,35.3,50.96,3.08,301.15681564388825,3078.7466348776184,0.2278651475883544,3.790631005788724,2327,2020-05-30,186.4,1.9,25.6,91.0,3.4,74.6,4.8,73.3,9.3,53.2,17.6,10.6,326.5,96.1,19.6,41.8,24.9,183.5,70.5,461.2,2.5,5.4,1.7,206.0,2.0,75.1,8.0,127.5,186.9,1.2,306.6,164.0,3.6,282.0,28.2,129.5,3306.0,2020,5,30,5,2,6612.0,-5.140381332223876,7206.800000000001,6646.9766666666665,384423,9.551171453102596,1049886.138877093,7688.46,76884.6,307538.4,338.8837552894512,0.2929251998733194,1338848,0.39163014054035605,0
Amaravati,2020-05-31,6.1961,32.59,63.57,3.37,249.73370133051708,2553.9185660072176,0.1841215946829328,2.860683421839729,2328,2020-05-31,184.1,2.0,25.1,78.0,3.4,74.0,4.4,73.3,9.1,48.3,16.0,9.1,319.2,96.1,19.6,41.8,21.2,168.5,63.5,443.5,2.2,5.5,1.7,204.8,2.2,84.9,7.2,127.5,186.9,0.9,288.5,145.9,4.1,282.0,28.2,120.4,3193.1000000000004,2020,5,31,6,2,6386.200000000001,-3.415003024803376,7069.171428571429,6664.65,716349,7.552880746201141,688466.2355267352,14326.98,143269.80000000002,573079.2,117.63457049684148,0.8323986537450054,2335619,0.12443755729685635,0
Amaravati,2020-06-01,5.4607,31.84,64.43,1.5,241.33120264978788,2466.919523359967,0.1838462953921675,2.8114872508835966,2329,2020-06-01,178.2,1.6,24.2,94.1,3.9,72.7,4.5,74.6,9.2,54.9,15.9,9.1,325.4,109.4,22.7,41.3,20.3,164.5,68.3,388.3,2.5,5.2,1.5,200.7,2.2,80.3,7.7,134.9,197.4,1.2,303.3,138.5,4.4,331.0,29.4,123.1,3246.4,2020,6,1,0,2,6492.8,1.669224264821012,6928.785714285716,6681.33,333272,8.924740358024598,786143.6882377987,6665.4400000000005,66654.40000000001,266617.6,292.3581369863801,0.3391457119651129,1077844,0.956415697559425,1
Amaravati,2020-06-02,5.6297,31.88,62.57,2.11,310.66454541812976,3176.1546364767623,0.2262529446429115,4.039883290228578,2330,2020-06-02,172.0,2.0,24.8,99.6,4.0,73.7,4.6,81.1,9.2,57.9,17.8,8.2,314.4,119.1,24.3,42.7,23.6,155.9,65.6,374.1,2.4,5.0,1.6,184.4,2.2,75.6,7.7,141.5,201.2,1.3,305.1,140.2,4.4,348.7,33.2,130.9,3255.8,2020,6,2,1,2,6515.799999999999,0.3542385411532622,6781.5,6701.130000000001,277505,8.367433186908606,948804.6619745502,5550.1,55501.0,222004.0,424.88178680318833,0.2339825834702436,680047,0.7979893221433834,1
Amaravati,2020-06-03,5.773,30.61,69.52,2.52,313.6845465959038,3207.1259654874643,0.2308179878029488,4.137346270936916,2331,2020-06-03,175.3,2.0,23.2,106.7,4.1,76.8,2.8,85.7,7.1,59.6,17.4,7.7,301.9,127.1,24.6,43.3,26.6,144.6,65.6,288.2,2.6,5.2,1.4,182.9,2.3,77.0,7.7,140.0,203.8,1.3,311.9,139.7,4.4,365.4,35.3,138.6,3205.5,2020,6,3,2,2,6415.300000000001,-1.542404616470705,6639.314285714287,6714.986666666667,202869,11.194988495662969,1281768.6349990647,4057.38,40573.8,162295.2,787.2760593037038,0.1266180720532659,1907923,0.25898265160181366,0
Amaravati,2020-06-04,5.0712,31.13,64.42,4.02,348.81831807760136,3567.7541219780264,0.2645036245518558,4.582115335423527,2332,2020-06-04,174.3,2.0,23.9,100.7,4.1,76.4,4.1,85.1,8.9,59.5,17.7,8.4,298.3,126.0,24.9,44.4,25.0,166.4,66.3,283.6,2.4,5.1,1.7,143.2,2.3,79.6,7.7,146.5,201.2,1.4,319.5,142.8,4.4,342.0,35.1,148.8,3179.4,2020,6,4,3,2,6363.1,-0.8136797967359444,6536.5,6723.79,654351,8.711855928444301,1109182.0502874274,13087.02,130870.2,523480.8,209.38590876445272,0.4719516763841173,1307447,0.5885542289732454,1
Amaravati,2020-06-05,5.8565,32.19,59.6,3.01,324.3144980561957,3316.573958372721,0.2453064743159736,4.187136047529455,2333,2020-06-05,181.6,1.9,26.0,74.0,3.9,74.9,4.9,81.0,10.0,61.1,17.4,8.8,288.9,121.4,25.3,42.8,24.7,177.3,66.4,335.2,2.5,5.3,1.7,149.8,2.2,84.5,7.6,151.0,198.0,1.4,321.4,149.2,3.2,284.9,32.9,141.3,3164.4,2020,6,5,4,2,6328.799999999999,-0.5390454338294437,6444.857142857143,6731.493333333333,512252,8.087225132237132,957323.5911915615,10245.04,102450.4,409801.6,231.10660163151184,0.4280696471924204,1139903,0.9823305150800816,1
Amaravati,2020-06-06,6.1954,34.18,49.72,3.79,273.06653265259115,2792.8550195045905,0.2092881796340456,3.4253800892322954,2334,2020-06-06,186.6,1.7,24.2,85.3,3.9,76.5,5.1,80.2,10.0,62.3,12.4,8.4,279.5,129.4,24.7,35.0,26.5,175.2,64.2,357.0,2.4,4.5,1.7,162.3,2.1,93.9,7.6,143.4,206.1,1.4,299.3,153.9,4.3,324.9,34.2,157.4,3247.5000000000005,2020,6,6,5,2,6495.000000000001,2.626090254076629,6428.142857142857,6743.356666666668,290272,7.831398147772955,780549.8493825141,5805.4400000000005,58054.4,232217.6,333.6286351174563,0.2975047688228192,328391,0.8841989781315029,0
Itanagar,2020-05-15,4.1074,25.18,75.69,0.64,281.8991603902216,2879.8562655433675,0.2143210750888085,2.9989196322598706,2312,2020-05-15,181.9,2.0,22.2,100.6,3.4,79.4,4.2,72.0,7.5,49.7,13.9,10.0,306.3,120.4,21.9,43.2,23.2,209.5,71.9,405.5,2.3,5.1,1.6,202.9,2.1,81.2,8.5,121.2,219.7,1.2,303.5,156.8,3.9,339.7,30.1,145.2,3368.9,2020,5,15,4,2,6742.599999999999,1.589549652709743,6476.0,6003.933333333334,238467,9.006994316034259,926758.409395288,4769.34,47693.4,190773.6,483.2896529683813,0.2058501894515213,1217026,0.600798446442198,1
Itanagar,2020-05-16,2.814,25.34,79.63,0.81,293.8778807796024,3002.1393577453105,0.2121702088962662,3.175236474799966,2313,2020-05-16,185.5,1.9,22.1,101.9,3.5,76.5,4.3,73.3,7.6,53.0,16.2,8.9,306.5,128.5,22.4,43.8,25.9,204.1,71.2,405.1,2.2,5.1,1.5,205.5,2.4,81.3,8.5,129.8,225.2,0.9,296.5,152.8,3.9,350.6,30.5,151.7,3405.6,2020,5,16,5,2,6816.200000000001,1.09156705128588,6511.099999999999,6033.223333333333,680047,10.627838855806283,1139999.667477185,13600.94,136009.4,544037.6,207.0442791963616,0.4772256854936342,1859280,0.9037239671752705,1
Itanagar,2020-05-17,4.5106,26.45,69.51,0.78,312.96183204783614,3200.565600194744,0.238868522489879,3.766244306500447,2314,2020-05-17,177.6,1.9,21.5,101.6,3.4,75.7,3.8,75.7,7.3,51.4,16.3,9.1,299.7,128.2,20.6,43.0,26.3,192.5,63.7,404.9,2.4,4.8,1.5,204.5,2.2,81.3,8.5,135.7,220.8,0.9,277.3,144.2,3.9,361.1,28.0,149.0,3344.7,2020,5,17,6,2,6695.0,-1.77811683929463,6590.5142857142855,6057.35,258871,8.768810432665513,1001670.5869288198,5177.42,51774.2,207096.8,481.1726530438036,0.2067511974009068,2105279,0.9891849098133589,1
Itanagar,2020-05-18,3.005,27.23,70.33,0.7,222.99702127311505,2278.668814254924,0.1590258863064431,2.463815608425709,2315,2020-05-18,174.1,1.9,27.6,105.9,3.8,76.3,4.2,78.7,7.4,52.9,14.9,10.3,303.5,135.5,22.4,43.3,26.9,169.2,63.3,418.3,2.6,5.0,1.5,205.3,2.1,83.4,8.5,142.3,225.6,1.3,270.5,149.5,3.9,367.1,30.6,157.7,3391.9,2020,5,18,0,2,6789.2,1.40702016430172,6685.128571428571,6089.726666666667,328391,9.63158622556379,783952.4890290999,6567.82,65678.2,262712.8,295.90665891768504,0.3351127377790753,307450,0.7433528228936241,0
Itanagar,2020-05-19,3.5467,27.64,70.44,0.88,267.4625583268417,2732.640628746392,0.1974073712280035,3.1133584237305145,2316,2020-05-19,164.7,1.9,30.9,102.2,3.9,76.2,4.4,81.3,7.9,52.7,14.8,10.5,307.0,134.0,23.6,44.2,26.5,174.0,65.6,420.9,2.6,5.2,1.7,208.3,2.1,74.2,8.5,143.6,231.8,1.2,274.7,151.3,3.9,370.6,31.7,148.2,3401.3,2020,5,19,1,2,6808.099999999999,0.2783833146762227,6730.228571428571,6125.856666666668,639430,10.164990368345675,992345.3301891852,12788.6,127886.0,511544.0,191.49021984212212,0.5154893855479639,2469042,0.06498640948289403,0
Itanagar,2020-05-20,2.029,25.09,79.38,1.18,314.0457938884043,3215.0632596869136,0.2400729240189435,4.604665450162271,2317,2020-05-20,175.5,2.0,28.4,93.3,4.0,74.8,4.4,82.3,8.1,47.3,15.0,10.6,308.6,139.8,23.8,45.3,19.3,188.0,70.1,426.2,2.4,5.0,1.6,203.8,2.2,57.4,8.5,145.4,230.0,1.2,296.7,159.8,3.9,383.2,32.9,75.1,3371.2000000000003,2020,5,20,2,2,6747.1,-0.8959915394897044,6747.9,6159.816666666667,456687,8.641176769151123,990509.704788307,9133.74,91337.4,365349.6,268.61284774591434,0.368849723919019,2183509,0.40158023642548746,0
Itanagar,2020-05-21,1.5569,25.48,83.07,1.94,484.4608548279167,4956.921158773319,0.3787740493182112,6.39677026960725,2318,2020-05-21,186.9,2.1,20.2,81.6,4.2,78.0,4.5,84.8,8.2,47.3,16.6,10.6,316.6,142.4,24.3,43.4,17.4,196.5,71.2,434.5,2.8,4.4,1.5,207.2,2.3,70.0,8.5,160.4,233.5,1.1,302.2,166.9,3.9,382.7,33.7,51.5,3419.3,2020,5,21,3,2,6843.2,1.4243156319011074,6777.342857142857,6201.990000000001,307450,7.98771939658405,1412454.1389530436,6149.0,61490.0,245960.0,571.7617250581573,0.1741365040324844,316381,0.8378257352832454,0
Itanagar,2020-05-22,2.0858,26.98,75.8,0.88,309.5809210920232,3166.017998627707,0.2399508697316888,3.8626216955439454,2319,2020-05-22,192.3,2.0,21.7,92.5,4.5,79.2,4.5,91.7,8.6,52.5,16.3,10.3,317.1,154.5,24.8,44.9,23.5,201.3,72.4,442.1,2.4,4.7,1.7,209.3,2.3,77.2,8.5,168.2,237.2,1.3,306.5,173.3,3.9,402.6,35.2,78.3,3565.1,2020,5,22,4,2,7134.4,4.255319148936176,6833.314285714286,6246.483333333334,371890,11.136657645037149,1258409.3070475494,7437.8,74378.0,297512.0,420.4776637740829,0.2364189154632841,1721701,0.230569195805019,0
Itanagar,2020-05-23,1.8096,26.46,83.35,0.92,380.9419243993407,3896.9444239727577,0.2933331639016568,4.962811838029397,2320,2020-05-23,195.9,1.5,23.6,98.6,4.6,79.4,4.6,95.2,8.1,54.7,16.5,10.7,315.2,158.0,24.1,41.2,27.3,201.2,74.0,443.5,2.5,5.1,1.4,216.6,2.1,84.5,8.5,171.0,244.1,1.3,311.9,168.1,3.9,417.5,36.1,102.9,3651.1,2020,5,23,5,2,7306.5,2.4122561112357,6903.357142857143,6295.37,638741,7.922542588195245,1101580.4461842328,12774.82,127748.2,510992.8,213.07651031173685,0.4638720103447889,1820197,0.8306425177506246,1
Itanagar,2020-05-24,1.7117,26.51,84.12,2.53,331.3531300728466,3390.319078053461,0.2597622941068829,4.231194467057071,2321,2020-05-24,194.0,1.6,22.9,109.2,4.5,83.8,4.1,98.0,8.7,55.0,17.3,10.0,312.2,154.3,22.4,46.2,27.7,192.6,69.7,447.4,2.4,4.6,1.6,216.2,2.1,85.0,7.6,168.3,245.8,0.9,302.2,172.3,4.3,426.9,34.6,118.4,3674.8,2020,5,24,6,2,7349.6,0.589885718196137,6996.871428571429,6345.823333333334,481974,8.233599954029113,995803.6275353451,9639.48,96394.8,385579.2,255.7617598499466,0.3872036635884323,2431660,0.12033876203499594,0
Itanagar,2020-05-25,1.921,26.32,84.68,3.2,374.5515346174102,3834.449084009233,0.29073825950854,5.110555584043095,2322,2020-05-25,191.6,1.5,20.0,105.8,5.0,85.8,4.4,101.5,9.0,55.3,17.3,10.6,319.8,162.7,24.5,47.4,28.3,200.9,75.9,457.9,2.4,4.3,1.7,220.3,2.1,85.8,7.6,175.9,249.6,1.1,306.3,177.1,4.3,426.5,36.1,113.4,3735.8,2020,5,25,0,2,7475.500000000001,1.7130183955589515,7094.914285714285,6401.906666666667,600109,11.93238919339244,1631292.5596736288,12002.18,120021.8,480087.2,337.2908879207004,0.2942984707768052,1978226,0.046945357147813005,0
Itanagar,2020-05-26,1.2552,24.36,86.01,1.2,332.7624370853408,3403.815119968726,0.257447463283904,4.12586275347288,2323,2020-05-26,193.5,1.3,15.7,108.9,5.4,87.1,4.7,106.9,9.3,56.7,17.5,10.9,323.1,167.8,25.4,44.4,27.9,187.3,77.4,462.7,1.8,3.7,1.3,218.0,1.6,86.7,7.6,184.3,253.8,1.2,318.9,176.3,4.3,425.3,36.3,120.2,3771.6,2020,5,26,1,2,7546.800000000001,0.9537823556952764,7200.442857142857,6470.550000000001,316381,5.001662665031192,607493.3921315072,6327.62,63276.2,253104.8,237.51654339684876,0.416637261641107,2111221,0.38409061149124957,0
Itanagar,2020-05-27,3.0125,23.34,75.63,1.04,285.4326782238401,2916.9235397521443,0.2201191109291045,3.1892448036591685,2324,2020-05-27,194.8,1.4,17.8,79.3,5.5,86.7,4.8,110.4,9.2,53.8,17.3,10.8,321.1,168.2,25.6,41.3,24.4,187.0,77.7,460.7,1.8,4.2,1.6,218.3,1.8,88.2,8.2,182.7,260.7,1.2,324.6,176.9,1.9,395.3,35.5,104.6,3705.2999999999993,2020,5,27,2,2,7410.5999999999985,-1.804738432183206,7295.228571428571,6534.8966666666665,673125,6.2983103670370575,656176.4126671532,13462.5,134625.0,538500.0,119.35263002175547,0.8206622014177053,1399386,0.036731937426613626,0
Itanagar,2020-05-28,6.103,25.31,70.5,0.96,370.26235136925806,3788.58341870952,0.2892487116306813,4.893855943973852,2325,2020-05-28,195.4,1.6,23.4,79.0,5.0,90.0,4.6,105.6,9.4,51.7,16.8,10.7,321.5,139.3,24.2,43.3,22.2,192.1,74.3,457.3,2.2,4.8,1.3,210.9,2.1,79.3,7.8,150.3,249.4,1.3,307.0,180.5,3.2,350.0,34.1,89.8,3541.4000000000005,2020,5,28,3,2,7082.800000000001,-4.42339351739397,7329.457142857143,6582.003333333333,771621,7.68774722943808,1038966.4285550488,15432.42,154324.2,617296.8,165.80905790456853,0.5941445160205936,2214484,0.9572702629833256,1
Itanagar,2020-05-29,6.5335,25.93,73.5,0.78,478.5977366602617,4896.060546520335,0.3660857445467344,5.9730673078322445,2326,2020-05-29,193.3,1.9,24.0,95.5,4.3,82.5,4.8,88.4,8.9,53.7,17.4,10.9,323.9,109.0,24.7,44.1,23.4,192.8,69.8,462.6,2.5,5.2,1.4,203.7,2.1,73.6,7.8,134.0,250.1,1.2,298.8,182.4,3.2,337.1,33.8,113.9,3483.6000000000004,2020,5,29,4,2,6970.300000000001,-1.5883548878974365,7306.014285714286,6623.58,334508,11.52812936597677,2013827.867206361,6690.16,66901.6,267606.4,750.0335220706085,0.1328843797791175,1618175,0.8262056957939659,1
Itanagar,2020-05-30,4.7952,24.67,79.62,0.87,301.15681564388825,3078.7466348776184,0.2278651475883544,3.790631005788724,2327,2020-05-30,186.4,1.9,25.6,91.0,3.4,74.6,4.8,73.3,9.3,53.2,17.6,10.6,326.5,96.1,19.6,41.8,24.9,183.5,70.5,461.2,2.5,5.4,1.7,206.0,2.0,75.1,8.0,127.5,186.9,1.2,306.6,164.0,3.6,282.0,28.2,129.5,3306.0,2020,5,30,5,2,6612.0,-5.140381332223876,7206.800000000001,6646.9766666666665,599111,5.490207940232297,603495.9422836495,11982.22,119822.2,479288.8,123.41488519732768,0.7941859625441641,929903,0.8007696871298751,1
Itanagar,2020-05-31,4.3044,24.56,77.34,0.73,249.73370133051708,2553.9185660072176,0.1841215946829328,2.860683421839729,2328,2020-05-31,184.1,2.0,25.1,78.0,3.4,74.0,4.4,73.3,9.1,48.3,16.0,9.1,319.2,96.1,19.6,41.8,21.2,168.5,63.5,443.5,2.2,5.5,1.7,204.8,2.2,84.9,7.2,127.5,186.9,0.9,288.5,145.9,4.1,282.0,28.2,120.4,3193.1000000000004,2020,5,31,6,2,6386.200000000001,-3.415003024803376,7069.171428571429,6664.65,350810,5.066398035399486,461816.37183480046,7016.2,70162.0,280648.0,162.05359447949047,0.6077034280563883,2342866,0.6297779229961531,1
Itanagar,2020-06-01,2.5507,25.82,80.37,1.3,241.33120264978788,2466.919523359967,0.1838462953921675,2.8114872508835966,2329,2020-06-01,178.2,1.6,24.2,94.1,3.9,72.7,4.5,74.6,9.2,54.9,15.9,9.1,325.4,109.4,22.7,41.3,20.3,164.5,68.3,388.3,2.5,5.2,1.5,200.7,2.2,80.3,7.7,134.9,197.4,1.2,303.3,138.5,4.4,331.0,29.4,123.1,3246.4,2020,6,1,0,2,6492.8,1.669224264821012,6928.785714285716,6681.33,492890,5.3687868518406,472914.3625196471,9857.8,98578.0,394312.0,117.43405286160376,0.8337897883019574,1715536,0.21632402303655351,0
Itanagar,2020-06-02,3.0725,25.43,86.99,2.11,310.66454541812976,3176.1546364767623,0.2262529446429115,4.039883290228578,2330,2020-06-02,172.0,2.0,24.8,99.6,4.0,73.7,4.6,81.1,9.2,57.9,17.8,8.2,314.4,119.1,24.3,42.7,23.6,155.9,65.6,374.1,2.4,5.0,1.6,184.4,2.2,75.6,7.7,141.5,201.2,1.3,305.1,140.2,4.4,348.7,33.2,130.9,3255.8,2020,6,2,1,2,6515.799999999999,0.3542385411532622,6781.5,6701.130000000001,773665,5.619803874295327,637243.9428206558,15473.3,154733.0,618932.0,100.45863565313408,0.9712623175327266,1960427,0.5182603666763922,1
Itanagar,2020-06-03,1.7738,24.23,86.8,1.82,313.6845465959038,3207.1259654874643,0.2308179878029488,4.137346270936916,2331,2020-06-03,175.3,2.0,23.2,106.7,4.1,76.8,2.8,85.7,7.1,59.6,17.4,7.7,301.9,127.1,24.6,43.3,26.6,144.6,65.6,288.2,2.6,5.2,1.4,182.9,2.3,77.0,7.7,140.0,203.8,1.3,311.9,139.7,4.4,365.4,35.3,138.6,3205.5,2020,6,3,2,2,6415.300000000001,-1.542404616470705,6639.314285714287,6714.986666666667,560032,5.263177412443826,602606.7584008289,11200.64,112006.4,448025.6,132.00275127154094,0.7434779817454532,324123,0.597274072430341,0
Itanagar,2020-06-04,1.3495,22.38,85.1,1.12,348.81831807760136,3567.7541219780264,0.2645036245518558,4.582115335423527,2332,2020-06-04,174.3,2.0,23.9,100.7,4.1,76.4,4.1,85.1,8.9,59.5,17.7,8.4,298.3,126.0,24.9,44.4,25.0,166.4,66.3,283.6,2.4,5.1,1.7,143.2,2.3,79.6,7.7,146.5,201.2,1.4,319.5,142.8,4.4,342.0,35.1,148.8,3179.4,2020,6,4,3,2,6363.1,-0.8136797967359444,6536.5,6723.79,569599,8.358469287995533,1064189.327540789,11391.98,113919.8,455679.2,231.03914937104636,0.4281933299027606,1136093,0.5250315008602682,1
Itanagar,2020-06-05,1.1297,25.27,83.93,1.13,324.3144980561957,3316.573958372721,0.2453064743159736,4.187136047529455,2333,2020-06-05,181.6,1.9,26.0,74.0,3.9,74.9,4.9,81.0,10.0,61.1,17.4,8.8,288.9,121.4,25.3,42.8,24.7,177.3,66.4,335.2,2.5,5.3,1.7,149.8,2.2,84.5,7.6,151.0,198.0,1.4,321.4,149.2,3.2,284.9,32.9,141.3,3164.4,2020,6,5,4,2,6328.799999999999,-0.5390454338294437,6444.857142857143,6731.493333333333,371836,9.065300450591296,1073103.053357174,7436.72,74367.2,297468.8,358.2447414173096,0.2772040596337119,1331565,0.2602333679515273,0
Itanagar,2020-06-06,2.2013,24.99,89.87,1.99,273.06653265259115,2792.8550195045905,0.2092881796340456,3.4253800892322954,2334,2020-06-06,186.6,1.7,24.2,85.3,3.9,76.5,5.1,80.2,10.0,62.3,12.4,8.4,279.5,129.4,24.7,35.0,26.5,175.2,64.2,357.0,2.4,4.5,1.7,162.3,2.1,93.9,7.6,143.4,206.1,1.4,299.3,153.9,4.3,324.9,34.2,157.4,3247.5000000000005,2020,6,6,5,2,6495.000000000001,2.626090254076629,6428.142857142857,6743.356666666668,245714,6.901808797483028,687898.3440363416,4914.28,49142.8,196571.2,347.4486924006882,0.2857557602055442,378274,0.5152479243147259,0
Dispur,2020-05-15,3.5808,26.76,74.75,0.41,281.8991603902216,2879.8562655433675,0.2143210750888085,2.9989196322598706,2312,2020-05-15,181.9,2.0,22.2,100.6,3.4,79.4,4.2,72.0,7.5,49.7,13.9,10.0,306.3,120.4,21.9,43.2,23.2,209.5,71.9,405.5,2.3,5.1,1.6,202.9,2.1,81.2,8.5,121.2,219.7,1.2,303.5,156.8,3.9,339.7,30.1,145.2,3368.9,2020,5,15,4,2,6742.599999999999,1.589549652709743,6476.0,6003.933333333334,666960,7.788011687829449,801333.3939065493,13339.2,133392.0,533568.0,147.68393042808964,0.6658493683252837,2131760,0.49118634086862656,0
Dispur,2020-05-16,4.087,26.94,75.99,0.47,293.8778807796024,3002.1393577453105,0.2121702088962662,3.175236474799966,2313,2020-05-16,185.5,1.9,22.1,101.9,3.5,76.5,4.3,73.3,7.6,53.0,16.2,8.9,306.5,128.5,22.4,43.8,25.9,204.1,71.2,405.1,2.2,5.1,1.5,205.5,2.4,81.3,8.5,129.8,225.2,0.9,296.5,152.8,3.9,350.6,30.5,151.7,3405.6,2020,5,16,5,2,6816.200000000001,1.09156705128588,6511.099999999999,6033.223333333333,324123,5.641895345780011,605180.310446318,6482.46,64824.600000000006,259298.4,230.8914557306632,0.4284639917395479,331373,0.9963357758067243,0
Dispur,2020-05-17,4.4981,27.12,71.39,0.46,312.96183204783614,3200.565600194744,0.238868522489879,3.766244306500447,2314,2020-05-17,177.6,1.9,21.5,101.6,3.4,75.7,3.8,75.7,7.3,51.4,16.3,9.1,299.7,128.2,20.6,43.0,26.3,192.5,63.7,404.9,2.4,4.8,1.5,204.5,2.2,81.3,8.5,135.7,220.8,0.9,277.3,144.2,3.9,361.1,28.0,149.0,3344.7,2020,5,17,6,2,6695.0,-1.77811683929463,6590.5142857142855,6057.35,505628,7.354593246798954,840123.0464169681,10112.56,101125.6,404502.4,205.19296953910975,0.4814793740581001,315294,0.8974361480462039,0
Dispur,2020-05-18,6.199,27.59,72.51,0.4,222.99702127311505,2278.668814254924,0.1590258863064431,2.463815608425709,2315,2020-05-18,174.1,1.9,27.6,105.9,3.8,76.3,4.2,78.7,7.4,52.9,14.9,10.3,303.5,135.5,22.4,43.3,26.9,169.2,63.3,418.3,2.6,5.0,1.5,205.3,2.1,83.4,8.5,142.3,225.6,1.3,270.5,149.5,3.9,367.1,30.6,157.7,3391.9,2020,5,18,0,2,6789.2,1.40702016430172,6685.128571428571,6089.726666666667,282989,8.65763434144166,704678.7343358608,5659.78,56597.8,226391.2,308.7659565989582,0.3212682144369694,2220320,0.4633807482156199,0
Dispur,2020-05-19,4.295,26.73,70.73,0.46,267.4625583268417,2732.640628746392,0.1974073712280035,3.1133584237305145,2316,2020-05-19,164.7,1.9,30.9,102.2,3.9,76.2,4.4,81.3,7.9,52.7,14.8,10.5,307.0,134.0,23.6,44.2,26.5,174.0,65.6,420.9,2.6,5.2,1.7,208.3,2.1,74.2,8.5,143.6,231.8,1.2,274.7,151.3,3.9,370.6,31.7,148.2,3401.3,2020,5,19,1,2,6808.099999999999,0.2783833146762227,6730.228571428571,6125.856666666668,498356,10.125902650292517,988529.4372987607,9967.12,99671.2,398684.8,245.44761106988804,0.4033105961708557,848307,0.6229373829351187,1
Dispur,2020-05-20,2.0904,24.75,80.71,0.83,314.0457938884043,3215.0632596869136,0.2400729240189435,4.604665450162271,2317,2020-05-20,175.5,2.0,28.4,93.3,4.0,74.8,4.4,82.3,8.1,47.3,15.0,10.6,308.6,139.8,23.8,45.3,19.3,188.0,70.1,426.2,2.4,5.0,1.6,203.8,2.2,57.4,8.5,145.4,230.0,1.2,296.7,159.8,3.9,383.2,32.9,75.1,3371.2000000000003,2020,5,20,2,2,6747.1,-0.8959915394897044,6747.9,6159.816666666667,378274,5.023424534300855,575818.6512582449,7565.48,75654.8,302619.2,187.77829406007447,0.5255451065949825,2362878,0.7478716040922285,1
Dispur,2020-05-21,2.8982,24.42,89.39,1.39,484.4608548279167,4956.921158773319,0.3787740493182112,6.39677026960725,2318,2020-05-21,186.9,2.1,20.2,81.6,4.2,78.0,4.5,84.8,8.2,47.3,16.6,10.6,316.6,142.4,24.3,43.4,17.4,196.5,71.2,434.5,2.8,4.4,1.5,207.2,2.3,70.0,8.5,160.4,233.5,1.1,302.2,166.9,3.9,382.7,33.7,51.5,3419.3,2020,5,21,3,2,6843.2,1.4243156319011074,6777.342857142857,6201.990000000001,525352,8.271175365763568,1462577.15116724,10507.04,105070.4,420281.6,345.4993297749033,0.2873566787966754,341564,0.03486516023382491,0
Dispur,2020-05-22,1.9058,25.51,86.65,0.61,309.5809210920232,3166.017998627707,0.2399508697316888,3.8626216955439454,2319,2020-05-22,192.3,2.0,21.7,92.5,4.5,79.2,4.5,91.7,8.6,52.5,16.3,10.3,317.1,154.5,24.8,44.9,23.5,201.3,72.4,442.1,2.4,4.7,1.7,209.3,2.3,77.2,8.5,168.2,237.2,1.3,306.5,173.3,3.9,402.6,35.2,78.3,3565.1,2020,5,22,4,2,7134.4,4.255319148936176,6833.314285714286,6246.483333333334,611927,7.079020135184176,799908.2944659428,12238.54,122385.4,489541.6,160.89945256254887,0.6119963893241684,1626388,0.8949214412278399,1
Dispur,2020-05-23,2.4898,26.01,85.88,0.65,380.9419243993407,3896.9444239727577,0.2933331639016568,4.962811838029397,2320,2020-05-23,195.9,1.5,23.6,98.6,4.6,79.4,4.6,95.2,8.1,54.7,16.5,10.7,315.2,158.0,24.1,41.2,27.3,201.2,74.0,443.5,2.5,5.1,1.4,216.6,2.1,84.5,8.5,171.0,244.1,1.3,311.9,168.1,3.9,417.5,36.1,102.9,3651.1,2020,5,23,5,2,7306.5,2.4122561112357,6903.357142857143,6295.37,331373,10.96975275184331,1525276.134067336,6627.46,66274.6,265098.4,572.8622557010286,0.1738034315725189,2267359,0.8601268164179238,1
