city,date,irradiance,temperature,humidity,wind_speed,AC_POWER,DC_POWER,IRRADIATION,solar_performance_score,Unnamed: 0,Dates,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,DD,Delhi,DNH,DVC,Essar steel,Goa,Gujarat,Haryana,HP,J&K,Jharkhand,Karnataka,Kerala,Maharashtra,Manipur,Meghalaya,Mizoram,MP,Nagaland,Odisha,Pondy,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,UP,Uttarakhand,West Bengal,Total Consumption,year,month,day,day_of_week,quarter,total_consumption,daily_growth_rate,rolling_7_day_avg,rolling_30_day_avg
Hyderabad,2020-05-26,6.5712,35.17,40.91,2.52,332.76243708534076,3403.815119968726,0.25744746328390405,4.12586275347288,2323,2020-05-26,193.5,1.3,15.7,108.9,5.4,87.1,4.7,106.9,9.3,56.7,17.5,10.9,323.1,167.8,25.4,44.4,27.9,187.3,77.4,462.7,1.8,3.7,1.3,218.0,1.6,86.7,7.6,184.3,253.8,1.2,318.9,176.3,4.3,425.3,36.3,120.2,3771.6,2020,5,26,1,2,7546.800000000001,0.9537823556952764,7200.442857142857,6470.550000000001
Hyderabad,2020-05-27,7.1741,35.93,34.75,2.59,285.4326782238401,2916.9235397521443,0.2201191109291045,3.1892448036591685,2324,2020-05-27,194.8,1.4,17.8,79.3,5.5,86.7,4.8,110.4,9.2,53.8,17.3,10.8,321.1,168.2,25.6,41.3,24.4,187.0,77.7,460.7,1.8,4.2,1.6,218.3,1.8,88.2,8.2,182.7,260.7,1.2,324.6,176.9,1.9,395.3,35.5,104.6,3705.2999999999993,2020,5,27,2,2,7410.5999999999985,-1.804738432183206,7295.228571428571,6534.8966666666665
Hyderabad,2020-05-28,7.7076,37.04,26.36,2.98,370.26235136925806,3788.58341870952,0.2892487116306813,4.893855943973852,2325,2020-05-28,195.4,1.6,23.4,79.0,5.0,90.0,4.6,105.6,9.4,51.7,16.8,10.7,321.5,139.3,24.2,43.3,22.2,192.1,74.3,457.3,2.2,4.8,1.3,210.9,2.1,79.3,7.8,150.3,249.4,1.3,307.0,180.5,3.2,350.0,34.1,89.8,3541.4000000000005,2020,5,28,3,2,7082.800000000001,-4.42339351739397,7329.457142857143,6582.003333333333
Hyderabad,2020-05-29,7.0997,36.36,30.29,3.28,478.5977366602617,4896.060546520335,0.3660857445467344,5.9730673078322445,2326,2020-05-29,193.3,1.9,24.0,95.5,4.3,82.5,4.8,88.4,8.9,53.7,17.4,10.9,323.9,109.0,24.7,44.1,23.4,192.8,69.8,462.6,2.5,5.2,1.4,203.7,2.1,73.6,7.8,134.0,250.1,1.2,298.8,182.4,3.2,337.1,33.8,113.9,3483.6000000000004,2020,5,29,4,2,6970.300000000001,-1.5883548878974365,7306.014285714286,6623.58
Hyderabad,2020-05-30,6.133,33.47,39.98,3.06,301.15681564388825,3078.7466348776184,0.2278651475883544,3.790631005788724,2327,2020-05-30,186.4,1.9,25.6,91.0,3.4,74.6,4.8,73.3,9.3,53.2,17.6,10.6,326.5,96.1,19.6,41.8,24.9,183.5,70.5,461.2,2.5,5.4,1.7,206.0,2.0,75.1,8.0,127.5,186.9,1.2,306.6,164.0,3.6,282.0,28.2,129.5,3306.0,2020,5,30,5,2,6612.0,-5.140381332223876,7206.800000000001,6646.9766666666665
Hyderabad,2020-05-31,3.8455,31.61,51.06,2.28,249.73370133051708,2553.9185660072176,0.1841215946829328,2.8606834218397292,2328,2020-05-31,184.1,2.0,25.1,78.0,3.4,74.0,4.4,73.3,9.1,48.3,16.0,9.1,319.2,96.1,19.6,41.8,21.2,168.5,63.5,443.5,2.2,5.5,1.7,204.8,2.2,84.9,7.2,127.5,186.9,0.9,288.5,145.9,4.1,282.0,28.2,120.4,3193.1000000000004,2020,5,31,6,2,6386.200000000001,-3.415003024803376,7069.171428571429,6664.65
Hyderabad,2020-06-01,5.6314,28.46,70.01,1.23,241.33120264978788,2466.919523359967,0.18384629539216754,2.8114872508835966,2329,2020-06-01,178.2,1.6,24.2,94.1,3.9,72.7,4.5,74.6,9.2,54.9,15.9,9.1,325.4,109.4,22.7,41.3,20.3,164.5,68.3,388.3,2.5,5.2,1.5,200.7,2.2,80.3,7.7,134.9,197.4,1.2,303.3,138.5,4.4,331.0,29.4,123.1,3246.4,2020,6,1,0,2,6492.8,1.669224264821012,6928.785714285716,6681.33
Hyderabad,2020-06-02,6.2062,26.02,75.77,2.05,310.66454541812976,3176.1546364767623,0.2262529446429115,4.039883290228578,2330,2020-06-02,172.0,2.0,24.8,99.6,4.0,73.7,4.6,81.1,9.2,57.9,17.8,8.2,314.4,119.1,24.3,42.7,23.6,155.9,65.6,374.1,2.4,5.0,1.6,184.4,2.2,75.6,7.7,141.5,201.2,1.3,305.1,140.2,4.4,348.7,33.2,130.9,3255.8,2020,6,2,1,2,6515.799999999999,0.3542385411532622,6781.5,6701.130000000001
Hyderabad,2020-06-03,5.6119,27.05,75.31,3.05,313.6845465959038,3207.1259654874643,0.23081798780294885,4.1373462709369155,2331,2020-06-03,175.3,2.0,23.2,106.7,4.1,76.8,2.8,85.7,7.1,59.6,17.4,7.7,301.9,127.1,24.6,43.3,26.6,144.6,65.6,288.2,2.6,5.2,1.4,182.9,2.3,77.0,7.7,140.0,203.8,1.3,311.9,139.7,4.4,365.4,35.3,138.6,3205.5,2020,6,3,2,2,6415.300000000001,-1.542404616470705,6639.314285714287,6714.986666666667
Hyderabad,2020-06-04,5.7355,28.92,63.84,4.86,348.81831807760136,3567.7541219780264,0.2645036245518558,4.582115335423527,2332,2020-06-04,174.3,2.0,23.9,100.7,4.1,76.4,4.1,85.1,8.9,59.5,17.7,8.4,298.3,126.0,24.9,44.4,25.0,166.4,66.3,283.6,2.4,5.1,1.7,143.2,2.3,79.6,7.7,146.5,201.2,1.4,319.5,142.8,4.4,342.0,35.1,148.8,3179.4,2020,6,4,3,2,6363.1,-0.8136797967359444,6536.5,6723.79
Hyderabad,2020-06-05,6.7193,29.92,57.46,3.53,324.3144980561957,3316.573958372721,0.24530647431597363,4.187136047529455,2333,2020-06-05,181.6,1.9,26.0,74.0,3.9,74.9,4.9,81.0,10.0,61.1,17.4,8.8,288.9,121.4,25.3,42.8,24.7,177.3,66.4,335.2,2.5,5.3,1.7,149.8,2.2,84.5,7.6,151.0,198.0,1.4,321.4,149.2,3.2,284.9,32.9,141.3,3164.4,2020,6,5,4,2,6328.799999999999,-0.5390454338294437,6444.857142857143,6731.493333333333
Hyderabad,2020-06-06,6.9053,30.06,51.0,4.5,273.06653265259115,2792.8550195045905,0.20928817963404567,3.4253800892322954,2334,2020-06-06,186.6,1.7,24.2,85.3,3.9,76.5,5.1,80.2,10.0,62.3,12.4,8.4,279.5,129.4,24.7,35.0,26.5,175.2,64.2,357.0,2.4,4.5,1.7,162.3,2.1,93.9,7.6,143.4,206.1,1.4,299.3,153.9,4.3,324.9,34.2,157.4,3247.5000000000005,2020,6,6,5,2,6495.000000000001,2.626090254076629,6428.142857142857,6743.356666666668
Patna,2020-05-15,6.235,34.33,39.72,2.04,281.8991603902216,2879.8562655433675,0.21432107508880857,2.9989196322598706,2312,2020-05-15,181.9,2.0,22.2,100.6,3.4,79.4,4.2,72.0,7.5,49.7,13.9,10.0,306.3,120.4,21.9,43.2,23.2,209.5,71.9,405.5,2.3,5.1,1.6,202.9,2.1,81.2,8.5,121.2,219.7,1.2,303.5,156.8,3.9,339.7,30.1,145.2,3368.9,2020,5,15,4,2,6742.599999999999,1.589549652709743,6476.0,6003.933333333334
Patna,2020-05-16,6.6526,34.73,34.56,3.08,293.8778807796024,3002.1393577453105,0.21217020889626623,3.175236474799966,2313,2020-05-16,185.5,1.9,22.1,101.9,3.5,76.5,4.3,73.3,7.6,53.0,16.2,8.9,306.5,128.5,22.4,43.8,25.9,204.1,71.2,405.1,2.2,5.1,1.5,205.5,2.4,81.3,8.5,129.8,225.2,0.9,296.5,152.8,3.9,350.6,30.5,151.7,3405.6,2020,5,16,5,2,6816.200000000001,1.09156705128588,6511.099999999999,6033.223333333333
Patna,2020-05-17,7.2641,34.48,29.19,2.44,312.96183204783614,3200.565600194744,0.23886852248987903,3.7662443065004467,2314,2020-05-17,177.6,1.9,21.5,101.6,3.4,75.7,3.8,75.7,7.3,51.4,16.3,9.1,299.7,128.2,20.6,43.0,26.3,192.5,63.7,404.9,2.4,4.8,1.5,204.5,2.2,81.3,8.5,135.7,220.8,0.9,277.3,144.2,3.9,361.1,28.0,149.0,3344.7,2020,5,17,6,2,6695.0,-1.77811683929463,6590.5142857142855,6057.35
Patna,2020-05-18,6.6048,33.74,37.22,2.08,222.99702127311505,2278.668814254924,0.15902588630644315,2.463815608425709,2315,2020-05-18,174.1,1.9,27.6,105.9,3.8,76.3,4.2,78.7,7.4,52.9,14.9,10.3,303.5,135.5,22.4,43.3,26.9,169.2,63.3,418.3,2.6,5.0,1.5,205.3,2.1,83.4,8.5,142.3,225.6,1.3,270.5,149.5,3.9,367.1,30.6,157.7,3391.9,2020,5,18,0,2,6789.2,1.40702016430172,6685.128571428571,6089.726666666667
Patna,2020-05-19,5.7686,34.08,39.24,1.8,267.4625583268417,2732.640628746392,0.19740737122800353,3.1133584237305145,2316,2020-05-19,164.7,1.9,30.9,102.2,3.9,76.2,4.4,81.3,7.9,52.7,14.8,10.5,307.0,134.0,23.6,44.2,26.5,174.0,65.6,420.9,2.6,5.2,1.7,208.3,2.1,74.2,8.5,143.6,231.8,1.2,274.7,151.3,3.9,370.6,31.7,148.2,3401.3,2020,5,19,1,2,6808.099999999999,0.2783833146762227,6730.228571428571,6125.856666666668
Patna,2020-05-20,3.7793,31.95,47.73,3.92,314.0457938884043,3215.0632596869136,0.24007292401894353,4.604665450162271,2317,2020-05-20,175.5,2.0,28.4,93.3,4.0,74.8,4.4,82.3,8.1,47.3,15.0,10.6,308.6,139.8,23.8,45.3,19.3,188.0,70.1,426.2,2.4,5.0,1.6,203.8,2.2,57.4,8.5,145.4,230.0,1.2,296.7,159.8,3.9,383.2,32.9,75.1,3371.2000000000003,2020,5,20,2,2,6747.1,-0.8959915394897044,6747.9,6159.816666666667
Patna,2020-05-21,4.8178,31.04,48.1,1.83,484.46085482791665,4956.921158773319,0.37877404931821124,6.39677026960725,2318,2020-05-21,186.9,2.1,20.2,81.6,4.2,78.0,4.5,84.8,8.2,47.3,16.6,10.6,316.6,142.4,24.3,43.4,17.4,196.5,71.2,434.5,2.8,4.4,1.5,207.2,2.3,70.0,8.5,160.4,233.5,1.1,302.2,166.9,3.9,382.7,33.7,51.5,3419.3,2020,5,21,3,2,6843.2,1.4243156319011074,6777.342857142857,6201.990000000001
Patna,2020-05-22,7.6003,33.38,37.15,2.42,309.5809210920232,3166.017998627707,0.23995086973168883,3.8626216955439454,2319,2020-05-22,192.3,2.0,21.7,92.5,4.5,79.2,4.5,91.7,8.6,52.5,16.3,10.3,317.1,154.5,24.8,44.9,23.5,201.3,72.4,442.1,2.4,4.7,1.7,209.3,2.3,77.2,8.5,168.2,237.2,1.3,306.5,173.3,3.9,402.6,35.2,78.3,3565.1,2020,5,22,4,2,7134.4,4.255319148936176,6833.314285714286,6246.483333333334
Patna,2020-05-23,5.7173,33.98,41.51,2.51,380.9419243993407,3896.9444239727577,0.2933331639016568,4.962811838029397,2320,2020-05-23,195.9,1.5,23.6,98.6,4.6,79.4,4.6,95.2,8.1,54.7,16.5,10.7,315.2,158.0,24.1,41.2,27.3,201.2,74.0,443.5,2.5,5.1,1.4,216.6,2.1,84.5,8.5,171.0,244.1,1.3,311.9,168.1,3.9,417.5,36.1,102.9,3651.1,2020,5,23,5,2,7306.5,2.4122561112357,6903.357142857143,6295.37
Patna,2020-05-24,5.8085,36.75,29.01,2.48,331.3531300728466,3390.319078053461,0.2597622941068829,4.231194467057071,2321,2020-05-24,194.0,1.6,22.9,109.2,4.5,83.8,4.1,98.0,8.7,55.0,17.3,10.0,312.2,154.3,22.4,46.2,27.7,192.6,69.7,447.4,2.4,4.6,1.6,216.2,2.1,85.0,7.6,168.3,245.8,0.9,302.2,172.3,4.3,426.9,34.6,118.4,3674.8,2020,5,24,6,2,7349.6,0.589885718196137,6996.871428571429,6345.823333333334
Patna,2020-05-25,6.4865,38.2,21.18,2.73,374.5515346174102,3834.449084009233,0.29073825950854004,5.1105555840430945,2322,2020-05-25,191.6,1.5,20.0,105.8,5.0,85.8,4.4,101.5,9.0,55.3,17.3,10.6,319.8,162.7,24.5,47.4,28.3,200.9,75.9,457.9,2.4,4.3,1.7,220.3,2.1,85.8,7.6,175.9,249.6,1.1,306.3,177.1,4.3,426.5,36.1,113.4,3735.8,2020,5,25,0,2,7475.500000000001,1.7130183955589515,7094.914285714285,6401.906666666667
Patna,2020-05-26,7.0507,38.66,19.44,3.1,332.76243708534076,3403.815119968726,0.25744746328390405,4.12586275347288,2323,2020-05-26,193.5,1.3,15.7,108.9,5.4,87.1,4.7,106.9,9.3,56.7,17.5,10.9,323.1,167.8,25.4,44.4,27.9,187.3,77.4,462.7,1.8,3.7,1.3,218.0,1.6,86.7,7.6,184.3,253.8,1.2,318.9,176.3,4.3,425.3,36.3,120.2,3771.6,2020,5,26,1,2,7546.800000000001,0.9537823556952764,7200.442857142857,6470.550000000001
Patna,2020-05-27,6.1814,38.04,26.18,2.84,285.4326782238401,2916.9235397521443,0.2201191109291045,3.1892448036591685,2324,2020-05-27,194.8,1.4,17.8,79.3,5.5,86.7,4.8,110.4,9.2,53.8,17.3,10.8,321.1,168.2,25.6,41.3,24.4,187.0,77.7,460.7,1.8,4.2,1.6,218.3,1.8,88.2,8.2,182.7,260.7,1.2,324.6,176.9,1.9,395.3,35.5,104.6,3705.2999999999993,2020,5,27,2,2,7410.5999999999985,-1.804738432183206,7295.228571428571,6534.8966666666665
Patna,2020-05-28,6.613,33.17,51.62,4.96,370.26235136925806,3788.58341870952,0.2892487116306813,4.893855943973852,2325,2020-05-28,195.4,1.6,23.4,79.0,5.0,90.0,4.6,105.6,9.4,51.7,16.8,10.7,321.5,139.3,24.2,43.3,22.2,192.1,74.3,457.3,2.2,4.8,1.3,210.9,2.1,79.3,7.8,150.3,249.4,1.3,307.0,180.5,3.2,350.0,34.1,89.8,3541.4000000000005,2020,5,28,3,2,7082.800000000001,-4.42339351739397,7329.457142857143,6582.003333333333
Patna,2020-05-29,6.2935,33.43,47.23,3.54,478.5977366602617,4896.060546520335,0.3660857445467344,5.9730673078322445,2326,2020-05-29,193.3,1.9,24.0,95.5,4.3,82.5,4.8,88.4,8.9,53.7,17.4,10.9,323.9,109.0,24.7,44.1,23.4,192.8,69.8,462.6,2.5,5.2,1.4,203.7,2.1,73.6,7.8,134.0,250.1,1.2,298.8,182.4,3.2,337.1,33.8,113.9,3483.6000000000004,2020,5,29,4,2,6970.300000000001,-1.5883548878974365,7306.014285714286,6623.58
Patna,2020-05-30,6.101,34.48,44.16,3.14,301.15681564388825,3078.7466348776184,0.2278651475883544,3.790631005788724,2327,2020-05-30,186.4,1.9,25.6,91.0,3.4,74.6,4.8,73.3,9.3,53.2,17.6,10.6,326.5,96.1,19.6,41.8,24.9,183.5,70.5,461.2,2.5,5.4,1.7,206.0,2.0,75.1,8.0,127.5,186.9,1.2,306.6,164.0,3.6,282.0,28.2,129.5,3306.0,2020,5,30,5,2,6612.0,-5.140381332223876,7206.800000000001,6646.9766666666665
Patna,2020-05-31,5.857,33.17,50.12,2.0,249.73370133051708,2553.9185660072176,0.1841215946829328,2.8606834218397292,2328,2020-05-31,184.1,2.0,25.1,78.0,3.4,74.0,4.4,73.3,9.1,48.3,16.0,9.1,319.2,96.1,19.6,41.8,21.2,168.5,63.5,443.5,2.2,5.5,1.7,204.8,2.2,84.9,7.2,127.5,186.9,0.9,288.5,145.9,4.1,282.0,28.2,120.4,3193.1000000000004,2020,5,31,6,2,6386.200000000001,-3.415003024803376,7069.171428571429,6664.65
Patna,2020-06-01,5.7624,33.98,44.82,2.47,241.33120264978788,2466.919523359967,0.18384629539216754,2.8114872508835966,2329,2020-06-01,178.2,1.6,24.2,94.1,3.9,72.7,4.5,74.6,9.2,54.9,15.9,9.1,325.4,109.4,22.7,41.3,20.3,164.5,68.3,388.3,2.5,5.2,1.5,200.7,2.2,80.3,7.7,134.9,197.4,1.2,303.3,138.5,4.4,331.0,29.4,123.1,3246.4,2020,6,1,0,2,6492.8,1.669224264821012,6928.785714285716,6681.33
Patna,2020-06-02,5.1468,33.18,40.31,2.31,310.66454541812976,3176.1546364767623,0.2262529446429115,4.039883290228578,2330,2020-06-02,172.0,2.0,24.8,99.6,4.0,73.7,4.6,81.1,9.2,57.9,17.8,8.2,314.4,119.1,24.3,42.7,23.6,155.9,65.6,374.1,2.4,5.0,1.6,184.4,2.2,75.6,7.7,141.5,201.2,1.3,305.1,140.2,4.4,348.7,33.2,130.9,3255.8,2020,6,2,1,2,6515.799999999999,0.3542385411532622,6781.5,6701.130000000001
Patna,2020-06-03,4.0054,32.76,44.12,2.44,313.6845465959038,3207.1259654874643,0.23081798780294885,4.1373462709369155,2331,2020-06-03,175.3,2.0,23.2,106.7,4.1,76.8,2.8,85.7,7.1,59.6,17.4,7.7,301.9,127.1,24.6,43.3,26.6,144.6,65.6,288.2,2.6,5.2,1.4,182.9,2.3,77.0,7.7,140.0,203.8,1.3,311.9,139.7,4.4,365.4,35.3,138.6,3205.5,2020,6,3,2,2,6415.300000000001,-1.542404616470705,6639.314285714287,6714.986666666667
Patna,2020-06-04,2.4274,32.06,43.59,2.57,348.81831807760136,3567.7541219780264,0.2645036245518558,4.582115335423527,2332,2020-06-04,174.3,2.0,23.9,100.7,4.1,76.4,4.1,85.1,8.9,59.5,17.7,8.4,298.3,126.0,24.9,44.4,25.0,166.4,66.3,283.6,2.4,5.1,1.7,143.2,2.3,79.6,7.7,146.5,201.2,1.4,319.5,142.8,4.4,342.0,35.1,148.8,3179.4,2020,6,4,3,2,6363.1,-0.8136797967359444,6536.5,6723.79
Patna,2020-06-05,3.336,30.73,66.63,2.97,324.3144980561957,3316.573958372721,0.24530647431597363,4.187136047529455,2333,2020-06-05,181.6,1.9,26.0,74.0,3.9,74.9,4.9,81.0,10.0,61.1,17.4,8.8,288.9,121.4,25.3,42.8,24.7,177.3,66.4,335.2,2.5,5.3,1.7,149.8,2.2,84.5,7.6,151.0,198.0,1.4,321.4,149.2,3.2,284.9,32.9,141.3,3164.4,2020,6,5,4,2,6328.799999999999,-0.5390454338294437,6444.857142857143,6731.493333333333
Patna,2020-06-06,5.0225,30.71,57.83,3.81,273.06653265259115,2792.8550195045905,0.20928817963404567,3.4253800892322954,2334,2020-06-06,186.6,1.7,24.2,85.3,3.9,76.5,5.1,80.2,10.0,62.3,12.4,8.4,279.5,129.4,24.7,35.0,26.5,175.2,64.2,357.0,2.4,4.5,1.7,162.3,2.1,93.9,7.6,143.4,206.1,1.4,299.3,153.9,4.3,324.9,34.2,157.4,3247.5000000000005,2020,6,6,5,2,6495.000000000001,2.626090254076629,6428.142857142857,6743.356666666668
Amaravati,2020-05-15,7.086,33.91,52.69,2.99,281.8991603902216,2879.8562655433675,0.21432107508880857,2.9989196322598706,2312,2020-05-15,181.9,2.0,22.2,100.6,3.4,79.4,4.2,72.0,7.5,49.7,13.9,10.0,306.3,120.4,21.9,43.2,23.2,209.5,71.9,405.5,2.3,5.1,1.6,202.9,2.1,81.2,8.5,121.2,219.7,1.2,303.5,156.8,3.9,339.7,30.1,145.2,3368.9,2020,5,15,4,2,6742.599999999999,1.589549652709743,6476.0,6003.933333333334
Amaravati,2020-05-16,6.1454,34.37,52.3,2.75,293.8778807796024,3002.1393577453105,0.21217020889626623,3.175236474799966,2313,2020-05-16,185.5,1.9,22.1,101.9,3.5,76.5,4.3,73.3,7.6,53.0,16.2,8.9,306.5,128.5,22.4,43.8,25.9,204.1,71.2,405.1,2.2,5.1,1.5,205.5,2.4,81.3,8.5,129.8,225.2,0.9,296.5,152.8,3.9,350.6,30.5,151.7,3405.6,2020,5,16,5,2,6816.200000000001,1.09156705128588,6511.099999999999,6033.223333333333
Amaravati,2020-05-17,6.0038,34.93,46.14,2.71,312.96183204783614,3200.565600194744,0.23886852248987903,3.7662443065004467,2314,2020-05-17,177.6,1.9,21.5,101.6,3.4,75.7,3.8,75.7,7.3,51.4,16.3,9.1,299.7,128.2,20.6,43.0,26.3,192.5,63.7,404.9,2.4,4.8,1.5,204.5,2.2,81.3,8.5,135.7,220.8,0.9,277.3,144.2,3.9,361.1,28.0,149.0,3344.7,2020,5,17,6,2,6695.0,-1.77811683929463,6590.5142857142855,6057.35
Amaravati,2020-05-18,5.2692,35.11,41.03,2.54,222.99702127311505,2278.668814254924,0.15902588630644315,2.463815608425709,2315,2020-05-18,174.1,1.9,27.6,105.9,3.8,76.3,4.2,78.7,7.4,52.9,14.9,10.3,303.5,135.5,22.4,43.3,26.9,169.2,63.3,418.3,2.6,5.0,1.5,205.3,2.1,83.4,8.5,142.3,225.6,1.3,270.5,149.5,3.9,367.1,30.6,157.7,3391.9,2020,5,18,0,2,6789.2,1.40702016430172,6685.128571428571,6089.726666666667
Amaravati,2020-05-19,4.9584,35.96,38.18,3.18,267.4625583268417,2732.640628746392,0.19740737122800353,3.1133584237305145,2316,2020-05-19,164.7,1.9,30.9,102.2,3.9,76.2,4.4,81.3,7.9,52.7,14.8,10.5,307.0,134.0,23.6,44.2,26.5,174.0,65.6,420.9,2.6,5.2,1.7,208.3,2.1,74.2,8.5,143.6,231.8,1.2,274.7,151.3,3.9,370.6,31.7,148.2,3401.3,2020,5,19,1,2,6808.099999999999,0.2783833146762227,6730.228571428571,6125.856666666668
Amaravati,2020-05-20,5.7305,36.91,24.69,2.56,314.0457938884043,3215.0632596869136,0.24007292401894353,4.604665450162271,2317,2020-05-20,175.5,2.0,28.4,93.3,4.0,74.8,4.4,82.3,8.1,47.3,15.0,10.6,308.6,139.8,23.8,45.3,19.3,188.0,70.1,426.2,2.4,5.0,1.6,203.8,2.2,57.4,8.5,145.4,230.0,1.2,296.7,159.8,3.9,383.2,32.9,75.1,3371.2000000000003,2020,5,20,2,2,6747.1,-0.8959915394897044,6747.9,6159.816666666667
Amaravati,2020-05-21,7.0286,36.36,34.52,1.27,484.46085482791665,4956.921158773319,0.37877404931821124,6.39677026960725,2318,2020-05-21,186.9,2.1,20.2,81.6,4.2,78.0,4.5,84.8,8.2,47.3,16.6,10.6,316.6,142.4,24.3,43.4,17.4,196.5,71.2,434.5,2.8,4.4,1.5,207.2,2.3,70.0,8.5,160.4,233.5,1.1,302.2,166.9,3.9,382.7,33.7,51.5,3419.3,2020,5,21,3,2,6843.2,1.4243156319011074,6777.342857142857,6201.990000000001
Amaravati,2020-05-22,7.217,36.01,46.31,2.42,309.5809210920232,3166.017998627707,0.23995086973168883,3.8626216955439454,2319,2020-05-22,192.3,2.0,21.7,92.5,4.5,79.2,4.5,91.7,8.6,52.5,16.3,10.3,317.1,154.5,24.8,44.9,23.5,201.3,72.4,442.1,2.4,4.7,1.7,209.3,2.3,77.2,8.5,168.2,237.2,1.3,306.5,173.3,3.9,402.6,35.2,78.3,3565.1,2020,5,22,4,2,7134.4,4.255319148936176,6833.314285714286,6246.483333333334
Amaravati,2020-05-23,6.8726,34.18,57.61,3.09,380.9419243993407,3896.9444239727577,0.2933331639016568,4.962811838029397,2320,2020-05-23,195.9,1.5,23.6,98.6,4.6,79.4,4.6,95.2,8.1,54.7,16.5,10.7,315.2,158.0,24.1,41.2,27.3,201.2,74.0,443.5,2.5,5.1,1.4,216.6,2.1,84.5,8.5,171.0,244.1,1.3,311.9,168.1,3.9,417.5,36.1,102.9,3651.1,2020,5,23,5,2,7306.5,2.4122561112357,6903.357142857143,6295.37
Amaravati,2020-05-24,6.6187,34.15,57.96,3.3,331.3531300728466,3390.319078053461,0.2597622941068829,4.231194467057071,2321,2020-05-24,194.0,1.6,22.9,109.2,4.5,83.8,4.1,98.0,8.7,55.0,17.3,10.0,312.2,154.3,22.4,46.2,27.7,192.6,69.7,447.4,2.4,4.6,1.6,216.2,2.1,85.0,7.6,168.3,245.8,0.9,302.2,172.3,4.3,426.9,34.6,118.4,3674.8,2020,5,24,6,2,7349.6,0.589885718196137,6996.871428571429,6345.823333333334
Amaravati,2020-05-25,5.7895,33.81,59.12,4.04,374.5515346174102,3834.449084009233,0.29073825950854004,5.1105555840430945,2322,2020-05-25,191.6,1.5,20.0,105.8,5.0,85.8,4.4,101.5,9.0,55.3,17.3,10.6,319.8,162.7,24.5,47.4,28.3,200.9,75.9,457.9,2.4,4.3,1.7,220.3,2.1,85.8,7.6,175.9,249.6,1.1,306.3,177.1,4.3,426.5,36.1,113.4,3735.8,2020,5,25,0,2,7475.500000000001,1.7130183955589515,7094.914285714285,6401.906666666667
Amaravati,2020-05-26,5.9292,34.02,57.1,3.98,332.76243708534076,3403.815119968726,0.25744746328390405,4.12586275347288,2323,2020-05-26,193.5,1.3,15.7,108.9,5.4,87.1,4.7,106.9,9.3,56.7,17.5,10.9,323.1,167.8,25.4,44.4,27.9,187.3,77.4,462.7,1.8,3.7,1.3,218.0,1.6,86.7,7.6,184.3,253.8,1.2,318.9,176.3,4.3,425.3,36.3,120.2,3771.6,2020,5,26,1,2,7546.800000000001,0.9537823556952764,7200.442857142857,6470.550000000001
Amaravati,2020-05-27,6.1939,33.51,61.68,3.86,285.4326782238401,2916.9235397521443,0.2201191109291045,3.1892448036591685,2324,2020-05-27,194.8,1.4,17.8,79.3,5.5,86.7,4.8,110.4,9.2,53.8,17.3,10.8,321.1,168.2,25.6,41.3,24.4,187.0,77.7,460.7,1.8,4.2,1.6,218.3,1.8,88.2,8.2,182.7,260.7,1.2,324.6,176.9,1.9,395.3,35.5,104.6,3705.2999999999993,2020,5,27,2,2,7410.5999999999985,-1.804738432183206,7295.228571428571,6534.8966666666665
Amaravati,2020-05-28,6.1663,35.1,56.75,4.03,370.26235136925806,3788.58341870952,0.2892487116306813,4.893855943973852,2325,2020-05-28,195.4,1.6,23.4,79.0,5.0,90.0,4.6,105.6,9.4,51.7,16.8,10.7,321.5,139.3,24.2,43.3,22.2,192.1,74.3,457.3,2.2,4.8,1.3,210.9,2.1,79.3,7.8,150.3,249.4,1.3,307.0,180.5,3.2,350.0,34.1,89.8,3541.4000000000005,2020,5,28,3,2,7082.800000000001,-4.42339351739397,7329.457142857143,6582.003333333333
Amaravati,2020-05-29,6.5623,36.55,47.84,4.42,478.5977366602617,4896.060546520335,0.3660857445467344,5.9730673078322445,2326,2020-05-29,193.3,1.9,24.0,95.5,4.3,82.5,4.8,88.4,8.9,53.7,17.4,10.9,323.9,109.0,24.7,44.1,23.4,192.8,69.8,462.6,2.5,5.2,1.4,203.7,2.1,73.6,7.8,134.0,250.1,1.2,298.8,182.4,3.2,337.1,33.8,113.9,3483.6000000000004,2020,5,29,4,2,6970.300000000001,-1.5883548878974365,7306.014285714286,6623.58
Amaravati,2020-05-30,5.2642,35.3,50.96,3.08,301.15681564388825,3078.7466348776184,0.2278651475883544,3.790631005788724,2327,2020-05-30,186.4,1.9,25.6,91.0,3.4,74.6,4.8,73.3,9.3,53.2,17.6,10.6,326.5,96.1,19.6,41.8,24.9,183.5,70.5,461.2,2.5,5.4,1.7,206.0,2.0,75.1,8.0,127.5,186.9,1.2,306.6,164.0,3.6,282.0,28.2,129.5,3306.0,2020,5,30,5,2,6612.0,-5.140381332223876,7206.800000000001,6646.9766666666665
