city,date,irradiance,temperature,humidity,wind_speed
Patna,20201203,3.354,16.17,69.66,1.13
Patna,20201204,2.8111,16.28,72.46,1.17
Patna,20201205,2.5402,16.7,71.79,1.13
Patna,20201206,2.1828,18.35,68.21,1.1
Patna,20201207,2.3196,18.15,70.52,1.2
Patna,20201208,1.9111,18.01,76.13,1.01
Patna,20201209,1.3586,18.12,66.64,1.3
Patna,20201210,1.6507,17.75,68.49,1.62
Patna,20201211,1.7796,18.3,68.41,1.64
Patna,20201212,2.7197,18.78,71.15,1.43
Patna,20201213,2.6424,19.01,73.28,2.57
Patna,20201214,3.2986,18.42,72.13,1.99
Patna,20201215,2.4115,17.87,66.67,1.47
Patna,20201216,1.5257,17.09,79.21,2.34
Patna,20201217,3.499,15.99,70.75,2.44
Patna,20201218,4.0262,13.4,58.09,2.36
Patna,20201219,3.3744,12.47,50.18,1.73
Patna,20201220,2.6086,12.61,50.98,1.49
Patna,20201221,2.1571,11.78,53.94,1.43
Patna,20201222,2.8306,13.87,52.49,1.18
Patna,20201223,3.2743,15.24,54.3,1.16
Patna,20201224,3.4522,15.11,55.78,1.5
Patna,20201225,3.5566,14.14,59.93,2.07
Patna,20201226,3.4032,13.89,55.49,1.8
Patna,20201227,3.4212,14.45,52.16,1.55
Patna,20201228,3.2868,16.44,54.97,1.37
Patna,20201229,2.9179,16.09,60.04,1.51
Patna,20201230,2.9995,13.47,56.44,1.74
Patna,20201231,3.6924,13.52,54.26,2.06
Patna,20210101,3.4853,15.17,54.36,1.41
Patna,20210102,3.7493,16.86,60.81,1.42
Patna,20210103,2.7674,18.8,57.79,1.09
Patna,20210104,3.1426,19.75,59.41,0.96
Patna,20210105,2.9234,19.87,67.02,0.89
Patna,20210106,2.4662,21.56,61.83,1.83
Patna,20210107,3.5083,20.59,60.47,2.02
Patna,20210108,3.3281,19.63,65.14,1.96
Patna,20210109,2.9719,20.82,62.89,2.06
Patna,20210110,3.275,20.91,71.57,2.54
Patna,20210111,3.3098,19.24,66.82,2.39
Patna,20210112,3.1246,15.59,54.91,2.07
Patna,20210113,3.0005,13.57,45.35,1.65
Patna,20210114,2.2781,13.41,47.21,1.25
Patna,20210115,1.3373,13.25,45.84,1.41
Patna,20210116,1.3272,14.39,42.68,1.54
Patna,20210117,1.7052,14.73,45.24,1.21
Patna,20210118,2.226,15.06,59.38,1.06
Patna,20210119,1.9747,16.27,55.66,1.4
Patna,20210120,2.1648,16.65,53.72,2.31
Patna,20210121,2.4794,15.29,47.85,2.31
Patna,20210122,2.6359,15.86,40.96,1.03
Patna,20210123,1.8797,16.0,44.56,1.13
Patna,20210124,2.9078,17.76,41.79,1.14
Patna,20210125,2.2243,17.34,48.47,1.24
Patna,20210126,3.0026,15.92,54.99,1.58
Patna,20210127,2.5342,14.54,42.75,1.82
Patna,20210128,3.0,14.82,37.41,1.13
Patna,20210129,2.1578,14.8,42.87,1.57
Patna,20210130,2.6153,12.96,42.39,2.11
Patna,20210131,3.3223,14.0,39.1,1.7
Patna,20210201,3.4901,14.88,38.54,1.62
Patna,20210202,3.5882,16.3,37.08,1.35
Patna,20210203,3.9425,18.23,37.8,1.32
Patna,20210204,4.627,19.09,39.52,0.92
Patna,20210205,4.5012,19.45,43.41,1.1
Patna,20210206,2.989,16.8,60.14,1.8
Patna,20210207,4.3567,16.71,46.2,2.02
Patna,20210208,4.8113,16.51,44.22,1.95
Patna,20210209,4.8034,18.09,40.26,1.4
Patna,20210210,3.9266,19.58,39.53,0.89
Patna,20210211,3.8213,20.17,40.97,1.38
Patna,20210212,3.642,20.17,41.38,1.34
Patna,20210213,3.7858,20.61,37.27,0.89
Patna,20210214,4.3685,20.3,37.22,1.4
Patna,20210215,4.4201,19.89,36.43,1.77
Patna,20210216,4.0447,20.41,39.14,1.48
Patna,20210217,3.5162,22.39,40.41,1.05
Patna,20210218,4.0433,23.01,39.17,0.84
Patna,20210219,4.3358,21.85,40.03,1.12
Patna,20210220,4.9294,21.18,33.77,1.35
Patna,20210221,5.1929,21.17,32.59,1.82
Patna,20210222,4.986,21.22,34.25,1.54
Patna,20210223,4.6174,22.33,34.17,1.46
Patna,20210224,4.4465,22.76,35.51,1.89
Patna,20210225,5.4876,23.06,32.94,2.57
Patna,20210226,5.2879,23.13,33.65,1.78
Patna,20210227,5.3844,24.0,32.81,2.63
Patna,20210228,5.4058,25.51,34.67,2.65
Patna,20210301,5.8601,25.43,33.22,2.25
Patna,20210302,6.0878,22.74,26.65,2.54
Patna,20210303,5.88,22.86,23.66,1.55
Patna,20210304,5.7156,24.18,24.73,2.08
Patna,20210305,5.7646,24.86,27.73,2.13
Patna,20210306,5.9182,24.41,25.15,2.49
Patna,20210307,5.5846,25.27,23.22,1.47
Patna,20210308,5.31,24.58,30.36,1.4
Patna,20210309,5.1108,26.4,30.99,1.4
Patna,20210310,4.8655,27.82,27.8,1.48
Patna,20210311,5.0446,28.79,25.18,0.96
Patna,20210312,4.8319,28.85,35.32,0.93
Patna,20210313,1.9985,27.04,39.91,1.78
Patna,20210314,5.5656,26.86,34.49,2.35
Patna,20210315,6.199,26.82,29.06,2.12
Patna,20210316,5.8802,26.73,26.94,2.28
Patna,20210317,5.5978,26.95,24.75,2.42
Patna,20210318,5.6412,27.62,23.78,2.3
Patna,20210319,4.6829,29.1,22.43,2.09
Patna,20210320,4.2706,29.34,29.71,2.81
Patna,20210321,5.4511,29.24,25.06,2.47
Patna,20210322,6.1411,30.02,20.42,2.06
Patna,20210323,5.5663,31.29,19.48,2.02
Patna,20210324,5.6316,31.52,23.78,3.91
Patna,20210325,6.4752,29.77,17.94,4.09
Patna,20210326,6.612,28.31,13.79,3.28
Patna,20210327,6.5107,28.43,19.07,1.95
Patna,20210328,6.426,30.39,17.93,1.58
Patna,20210329,5.4451,31.44,18.31,1.74
Patna,20210330,5.8157,31.93,18.18,2.56
Patna,20210331,6.2066,31.15,13.89,3.46
Patna,20210401,7.3817,29.43,9.11,3.05
Patna,20210402,7.3541,28.54,8.32,2.13
Patna,20210403,7.0822,29.0,8.72,1.9
Patna,20210404,7.1359,28.85,7.62,2.48
Patna,20210405,6.3742,29.59,9.97,1.42
Patna,20210406,5.8106,31.33,12.77,1.71
Patna,20210407,5.7106,32.44,22.63,2.13
Patna,20210408,5.7482,32.84,22.2,1.39
Patna,20210409,3.4946,32.31,16.99,1.39
Patna,20210410,6.2062,32.56,15.92,1.85
Patna,20210411,6.4706,32.34,11.2,2.37
Patna,20210412,6.0271,32.53,9.53,2.82
Patna,20210413,6.7817,33.1,12.88,2.77
Patna,20210414,6.8352,33.41,13.35,2.43
Patna,20210415,5.9736,33.96,13.34,1.71
Patna,20210416,6.0864,33.94,15.7,1.61
Patna,20210417,6.1478,33.43,20.29,1.78
Patna,20210418,6.4819,32.63,24.43,2.72
Patna,20210419,7.4081,32.74,14.57,4.11
Patna,20210420,7.062,33.93,13.05,3.1
Patna,20210421,4.7309,33.97,16.94,1.02
Patna,20210422,3.8134,31.03,34.64,1.35
Patna,20210423,6.7344,31.3,25.28,2.78
Patna,20210424,7.182,33.52,20.91,1.44
Patna,20210425,6.7486,33.84,17.89,1.75
Patna,20210426,6.6065,32.33,15.15,1.84
Patna,20210427,6.5491,34.26,12.53,1.45
Patna,20210428,6.7426,35.01,11.7,1.2
Patna,20210429,5.9542,34.21,24.72,2.63
Patna,20210430,5.7379,34.58,27.57,1.65
Patna,20210501,6.108,34.43,25.14,1.28
Patna,20210502,5.7799,33.73,27.97,1.88
Patna,20210503,4.879,33.55,26.8,2.16
Patna,20210504,5.6657,32.9,28.62,1.63
Patna,20210505,4.5343,32.08,38.81,2.12
Patna,20210506,6.3103,32.95,39.97,2.73
Patna,20210507,5.7202,34.32,35.83,2.1
Patna,20210508,6.1898,33.87,36.2,1.88
Patna,20210509,4.4563,33.22,38.86,2.4
Patna,20210510,4.7458,32.48,37.06,1.6
Patna,20210511,3.9482,32.66,33.83,1.5
Patna,20210512,4.049,31.8,38.42,2.11
Patna,20210513,5.3755,29.8,54.08,2.32
Patna,20210514,6.7399,32.04,39.6,1.91
Patna,20210515,6.5455,34.94,29.94,1.53
Patna,20210516,6.5592,36.09,30.19,1.06
Patna,20210517,5.8942,36.73,31.99,1.99
Patna,20210518,4.1117,34.41,37.47,1.93
Patna,20210519,4.8554,31.74,47.29,2.43
Patna,20210520,1.2278,27.89,73.98,1.71
Patna,20210521,4.5619,29.72,65.81,1.97
Patna,20210522,5.7756,31.83,45.64,2.43
Patna,20210523,6.6686,32.69,37.27,2.4
Patna,20210524,7.2511,33.25,35.44,2.83
Patna,20210525,3.696,31.61,44.88,3.53
Patna,20210526,3.1558,30.47,65.85,3.93
Patna,20210527,1.2864,27.44,84.29,8.12
Patna,20210528,1.291,26.74,87.7,7.19
Patna,20210529,3.7531,29.6,78.01,3.1
Patna,20210530,3.5318,29.88,75.45,1.6
Patna,20210531,4.9265,31.33,69.42,2.0
Patna,20210601,4.439,31.77,66.02,1.34
Patna,20210602,6.7663,31.55,62.86,0.84
Patna,20210603,7.0884,32.29,59.43,0.97
Patna,20210604,6.4392,32.33,62.62,2.11
Patna,20210605,6.5501,32.74,61.07,3.07
Patna,20210606,6.857,32.22,61.07,3.27
Patna,20210607,6.9182,33.29,58.26,3.99
Patna,20210608,6.4462,33.74,58.12,3.08
Patna,20210609,3.9029,32.09,66.28,0.81
Patna,20210610,4.709,30.75,70.54,2.09
Patna,20210611,4.0579,29.98,73.64,2.58
Patna,20210612,2.6098,29.28,80.38,2.91
Patna,20210613,3.4291,29.21,81.48,4.01
Patna,20210614,3.1032,29.63,84.51,3.84
Patna,20210615,2.947,29.21,84.14,4.25
Patna,20210616,2.0318,28.68,85.8,2.02
Patna,20210617,3.8374,28.74,85.95,2.2
Patna,20210618,4.375,28.35,83.25,3.77
Patna,20210619,1.6999,28.45,84.35,2.09
Patna,20210620,2.7818,28.99,82.4,2.53
Patna,20210621,3.8501,29.08,83.23,2.05
Patna,20210622,3.5258,30.31,79.12,1.46
Patna,20210623,4.7806,29.96,84.0,1.79
Patna,20210624,5.1734,29.82,80.56,1.6
Patna,20210625,3.5676,29.94,79.47,1.05
Patna,20210626,2.4744,28.42,88.61,2.58
Patna,20210627,4.7707,29.51,81.82,1.95
Patna,20210628,4.7338,29.87,83.0,1.57
Patna,20210629,2.1221,28.88,87.61,3.19
Patna,20210630,3.294,30.04,85.1,3.37
Patna,20210701,3.3502,29.34,87.46,3.57
Patna,20210702,3.4188,28.68,84.32,3.48
Patna,20210703,4.8382,29.3,84.42,2.07
Patna,20210704,4.7815,30.04,78.08,1.22
Patna,20210705,4.4357,30.05,80.53,1.41
Patna,20210706,5.0918,30.61,79.77,1.69
Patna,20210707,3.3586,30.69,79.6,1.16
Patna,20210708,3.5794,28.86,87.52,2.34
Patna,20210709,4.8252,29.74,83.28,2.37
Patna,20210710,5.057,29.86,82.88,3.24
Patna,20210711,3.5146,28.57,87.86,3.35
Patna,20210712,6.7834,29.42,83.62,3.15
Patna,20210713,5.9863,29.66,81.31,2.25
Patna,20210714,6.2381,29.59,82.59,2.68
Patna,20210715,6.1178,29.77,81.29,2.0
Patna,20210716,5.2241,30.31,79.35,1.59
Patna,20210717,1.752,28.33,92.31,2.0
Patna,20210718,3.1255,28.72,90.34,1.83
Patna,20210719,4.9174,29.13,87.05,1.0
Patna,20210720,2.143,29.05,86.19,1.64
Patna,20210721,4.8926,29.56,84.3,1.31
Patna,20210722,5.6098,29.46,85.83,2.84
Patna,20210723,6.4452,29.59,85.89,3.32
Patna,20210724,5.1571,29.37,85.71,4.53
Patna,20210725,5.2939,30.52,80.79,2.06
Patna,20210726,4.4383,29.68,85.56,1.65
Patna,20210727,2.5879,28.96,88.21,1.25
Patna,20210728,3.2002,29.08,87.44,1.45
Patna,20210729,5.1598,29.04,84.73,1.29
Patna,20210730,3.7956,28.75,88.21,4.75
Patna,20210731,2.8522,28.86,87.83,5.61
Patna,20210801,4.9498,28.49,89.66,2.37
Patna,20210802,4.6186,29.45,82.79,1.91
Patna,20210803,5.1022,29.73,83.32,0.99
Patna,20210804,2.8046,28.31,87.57,1.37
Patna,20210805,5.1648,29.57,80.96,0.81
Patna,20210806,5.8361,29.7,84.69,1.06
Patna,20210807,4.6831,29.88,84.57,1.71
Patna,20210808,3.8928,29.41,85.49,1.51
Patna,20210809,4.339,29.45,86.22,1.31
Patna,20210810,4.3174,29.05,90.02,2.1
Patna,20210811,4.6944,28.18,93.95,3.2
Patna,20210812,2.3477,28.69,88.85,2.74
Patna,20210813,3.4176,29.06,87.28,2.75
Patna,20210814,5.2082,29.07,88.82,2.64
Patna,20210815,4.7066,29.61,86.04,1.73
Patna,20210816,4.7705,29.96,82.82,1.07
Patna,20210817,4.4738,28.8,86.77,1.19
Patna,20210818,5.1391,28.91,87.25,1.38
Patna,20210819,4.739,28.67,89.89,2.94
Patna,20210820,5.1048,28.24,89.31,3.36
Patna,20210821,5.6959,28.84,84.52,1.73
Patna,20210822,5.3124,27.89,88.82,2.56
Patna,20210823,2.8366,28.41,89.42,2.33
Patna,20210824,3.7723,28.58,91.17,2.48
Patna,20210825,3.4649,28.68,90.01,3.19
Patna,20210826,1.1652,27.73,92.83,2.81
Patna,20210827,2.8932,28.52,87.63,1.11
Patna,20210828,3.6511,27.81,90.17,1.55
Patna,20210829,4.8727,27.34,93.1,2.54
Patna,20210830,5.0777,27.83,89.28,2.43
Patna,20210831,5.2277,27.51,88.51,1.72
Patna,20210901,6.2059,28.95,85.79,1.48
Patna,20210902,3.1169,28.87,86.62,1.73
Patna,20210903,4.8408,29.08,84.24,1.03
Patna,20210904,5.376,28.75,86.78,1.42
Patna,20210905,4.9699,29.67,81.84,0.81
Patna,20210906,4.9553,28.64,89.77,1.79
Patna,20210907,3.84,28.0,90.47,3.88
Patna,20210908,5.4629,28.09,86.88,2.41
Patna,20210909,5.2049,28.35,86.27,1.83
Patna,20210910,6.2393,28.12,88.53,1.89
Patna,20210911,5.418,27.36,92.66,1.68
Patna,20210912,6.3113,28.4,86.06,1.23
Patna,20210913,5.1883,28.12,90.92,3.98
Patna,20210914,2.2145,27.26,91.31,6.1
Patna,20210915,1.547,26.65,93.75,4.97
Patna,20210916,3.732,26.76,91.26,2.85
Patna,20210917,2.7312,27.55,88.93,2.0
Patna,20210918,4.0793,28.65,85.39,1.22
Patna,20210919,4.6896,28.86,84.82,0.89
Patna,20210920,4.7851,28.99,86.65,1.02
Patna,20210921,5.2644,27.97,88.68,1.87
Patna,20210922,4.7554,26.99,88.8,2.83
Patna,20210923,4.4424,27.24,88.11,2.64
Patna,20210924,5.321,28.7,79.15,1.12
Patna,20210925,5.1828,28.94,77.57,0.8
Patna,20210926,4.999,27.7,91.2,1.6
Patna,20210927,4.0574,27.72,90.55,1.6
Patna,20210928,5.483,27.8,87.63,1.82
Patna,20210929,4.0078,26.83,89.43,2.54
Patna,20210930,2.1706,26.97,92.23,2.86
Patna,20211001,3.0542,26.28,95.08,3.61
Patna,20211002,2.0093,26.45,95.01,2.86
Patna,20211003,2.0426,26.52,93.34,3.33
Patna,20211004,4.7902,27.85,87.07,1.48
Patna,20211005,4.6651,28.59,82.14,0.92
Patna,20211006,4.741,27.82,86.61,1.22
Patna,20211007,4.729,27.69,88.47,1.7
Patna,20211008,3.9398,27.02,86.86,1.89
Patna,20211009,4.873,26.23,84.96,1.21
Patna,20211010,4.6682,26.99,83.73,1.15
Patna,20211011,4.7323,26.77,83.69,1.04
Patna,20211012,4.9896,26.22,84.81,1.51
Patna,20211013,5.2531,26.51,84.63,1.36
Patna,20211014,4.7069,27.27,84.29,1.29
Patna,20211015,4.4129,27.39,87.24,1.08
Patna,20211016,4.68,27.39,89.64,0.99
Patna,20211017,3.9103,27.25,91.49,2.08
Patna,20211018,2.9755,26.13,94.07,4.25
Patna,20211019,3.1157,27.35,91.0,1.98
Patna,20211020,2.6275,25.41,88.49,3.26
Patna,20211021,4.5694,22.83,83.56,2.45
Patna,20211022,4.4206,22.89,82.86,1.92
Patna,20211023,4.1659,23.48,82.63,0.88
Patna,20211024,4.1383,24.16,84.96,1.15
Patna,20211025,3.7138,23.85,83.71,1.61
Patna,20211026,4.0402,23.2,84.0,1.72
Patna,20211027,4.3462,22.28,82.49,1.78
Patna,20211028,4.2679,20.82,79.07,1.74
Patna,20211029,4.9212,20.91,79.66,1.48
Patna,20211030,4.807,19.74,80.05,1.76
Patna,20211031,4.4606,19.76,80.07,1.95
Patna,20211101,4.2437,20.22,74.71,1.38
Patna,20211102,4.2672,21.19,69.19,1.01
Patna,20211103,4.2283,20.28,74.74,1.25
Patna,20211104,4.261,20.03,83.08,1.66
Patna,20211105,3.9948,19.69,85.43,1.54
Patna,20211106,4.1914,19.38,86.41,2.1
Patna,20211107,4.1129,18.92,85.62,1.79
Patna,20211108,4.0409,19.12,86.18,1.23
Patna,20211109,4.2881,19.98,84.71,1.08
Patna,20211110,4.2842,20.2,83.67,1.14
Patna,20211111,4.2785,20.24,82.27,0.93
Patna,20211112,4.0159,19.89,81.61,1.28
Patna,20211113,3.7925,19.33,84.01,1.36
Patna,20211114,3.7447,18.69,81.47,1.28
Patna,20211115,3.8366,18.2,80.74,1.1
Patna,20211116,4.008,18.04,84.52,1.26
Patna,20211117,4.0553,17.98,78.73,0.91
Patna,20211118,3.9242,18.53,80.1,1.21
Patna,20211119,3.8815,17.96,84.31,1.56
Patna,20211120,2.7226,18.58,83.72,1.97
Patna,20211121,3.6199,20.34,83.64,2.42
Patna,20211122,3.8465,19.56,80.56,2.5
Patna,20211123,3.9821,16.41,76.25,1.97
Patna,20211124,3.655,16.86,71.08,0.88
Patna,20211125,3.3319,17.45,69.94,0.97
Patna,20211126,3.521,16.71,77.59,1.0
Patna,20211127,3.449,17.64,81.25,0.89
Patna,20211128,3.4622,17.55,84.6,1.32
Patna,20211129,3.3886,16.67,83.37,1.34
Patna,20211130,3.5762,16.85,77.63,1.46
Patna,20211201,4.1278,17.7,76.51,1.06
Patna,20211202,3.3334,18.1,80.14,1.31
Patna,20211203,3.5832,17.71,82.09,1.25
Patna,20211204,3.5194,19.34,79.21,0.95
Patna,20211205,3.7514,20.49,86.57,1.09
Patna,20211206,3.4229,21.55,81.52,0.89
Patna,20211207,3.7822,19.88,80.71,2.12
Patna,20211208,3.9204,17.0,73.88,2.05
Patna,20211209,3.691,17.25,73.08,1.3
Patna,20211210,2.8591,16.82,74.36,1.9
Patna,20211211,3.4087,14.99,73.03,1.97
Patna,20211212,3.0394,15.25,74.7,1.03
Patna,20211213,3.3605,14.68,74.64,1.21
Patna,20211214,3.4274,14.47,79.02,1.42
Patna,20211215,3.1824,14.69,81.04,1.77
Patna,20211216,3.876,15.54,78.04,2.01
Patna,20211217,3.9394,16.46,80.89,2.03
Patna,20211218,2.9412,14.71,71.95,2.71
Patna,20211219,3.8767,10.42,70.42,2.15
Patna,20211220,3.2426,10.97,73.35,1.92
Patna,20211221,3.2947,11.23,70.75,1.57
Patna,20211222,3.2594,11.41,68.32,1.39
Patna,20211223,3.1289,13.38,65.56,1.16
Patna,20211224,3.2304,14.98,64.9,0.88
Patna,20211225,3.1769,15.12,74.44,1.1
Patna,20211226,2.6902,16.38,82.37,0.99
Patna,20211227,2.8272,17.19,82.0,0.82
Patna,20211228,2.6153,17.26,85.3,1.66
Patna,20211229,1.0476,17.41,90.16,1.8
Patna,20211230,3.4366,16.63,84.19,0.87
Patna,20211231,3.4236,14.79,80.31,1.65
Patna,20220101,1.0198,15.11,79.23,1.45
Patna,20220102,2.4934,13.74,77.34,1.51
Patna,20220103,2.1802,13.3,75.17,1.82
Patna,20220104,1.7066,13.02,73.27,1.49
Patna,20220105,1.4546,15.08,67.53,1.11
Patna,20220106,2.2603,16.65,68.48,1.13
Patna,20220107,3.0396,17.04,80.82,1.31
Patna,20220108,3.5592,17.94,81.05,1.21
Patna,20220109,2.453,18.64,78.94,1.2
Patna,20220110,3.0919,17.67,84.22,1.01
Patna,20220111,2.0006,17.83,81.79,1.57
Patna,20220112,1.9694,14.71,88.34,1.93
Patna,20220113,3.2546,13.94,74.85,2.08
Patna,20220114,3.103,13.85,70.43,1.29
Patna,20220115,3.5839,13.56,72.16,1.86
Patna,20220116,3.6058,12.31,74.29,2.27
Patna,20220117,2.4677,11.61,78.65,1.64
Patna,20220118,2.0393,12.77,74.63,1.74
Patna,20220119,1.9378,12.45,72.47,1.94
Patna,20220120,2.2824,14.04,71.19,1.69
Patna,20220121,3.4272,16.54,60.77,0.79
Patna,20220122,2.8279,16.68,68.38,0.85
Patna,20220123,1.3133,16.59,79.84,1.91
Patna,20220124,2.5442,17.69,77.24,1.1
Patna,20220125,1.6793,16.19,71.4,1.82
Patna,20220126,2.4631,13.47,68.52,2.23
Patna,20220127,3.3377,12.86,69.07,2.77
Patna,20220128,2.718,12.84,68.3,2.93
Patna,20220129,3.4337,12.05,64.17,2.25
Patna,20220130,4.146,14.07,58.57,2.22
Patna,20220131,3.5582,15.06,62.1,1.44
Patna,20220201,2.6606,15.47,65.97,2.26
Patna,20220202,3.3516,16.28,62.39,1.6
Patna,20220203,3.4152,17.08,64.36,2.73
Patna,20220204,1.3802,16.16,78.79,2.92
Patna,20220205,3.227,13.54,70.62,2.79
Patna,20220206,4.3654,13.22,64.87,1.85
Patna,20220207,4.135,14.08,62.74,1.33
Patna,20220208,4.3205,15.68,59.68,1.45
Patna,20220209,3.5474,17.71,61.35,1.48
Patna,20220210,3.4608,18.07,70.77,1.74
Patna,20220211,5.105,16.15,60.91,3.01
Patna,20220212,4.884,15.34,57.69,2.35
Patna,20220213,4.6944,16.48,54.06,1.31
Patna,20220214,4.6402,16.99,50.67,1.37
Patna,20220215,4.9164,16.74,58.94,1.64
Patna,20220216,4.8931,16.97,60.53,1.89
Patna,20220217,5.1197,17.44,55.05,2.22
Patna,20220218,5.3294,17.52,52.31,2.12
Patna,20220219,5.3962,18.57,54.35,2.69
Patna,20220220,5.1504,18.96,51.08,3.06
Patna,20220221,5.2594,18.67,47.08,1.75
Patna,20220222,4.957,18.64,43.84,0.94
Patna,20220223,5.0503,19.02,52.06,1.61
Patna,20220224,3.5518,21.17,59.34,1.68
Patna,20220225,4.1573,21.86,67.31,1.47
Patna,20220226,4.7806,21.87,61.21,1.07
Patna,20220227,3.9708,22.82,54.34,1.22
Patna,20220228,5.393,21.52,51.7,2.26
Patna,20220301,5.4492,20.62,44.31,1.73
Patna,20220302,5.6016,20.94,46.85,1.52
Patna,20220303,5.5615,21.47,45.37,1.74
Patna,20220304,5.8159,22.36,44.1,2.52
Patna,20220305,5.6854,22.22,48.31,2.43
Patna,20220306,5.7694,22.19,42.04,1.37
Patna,20220307,5.7866,22.61,42.42,1.31
Patna,20220308,5.9038,22.67,42.46,1.85
Patna,20220309,5.9364,23.27,42.49,1.93
Patna,20220310,5.9626,23.75,40.89,1.79
Patna,20220311,5.8934,24.52,43.78,2.33
Patna,20220312,6.1202,24.41,40.11,2.02
Patna,20220313,5.8495,24.66,38.15,1.77
Patna,20220314,6.1106,25.56,38.51,1.7
Patna,20220315,5.9921,27.96,36.97,1.2
Patna,20220316,5.7794,28.99,35.11,0.8
Patna,20220317,5.2615,29.33,40.05,1.41
Patna,20220318,5.4254,29.65,50.81,1.51
Patna,20220319,5.4394,30.59,43.53,1.06
Patna,20220320,5.2224,30.79,41.08,1.05
Patna,20220321,5.1797,30.31,36.2,1.59
Patna,20220322,5.4845,29.91,33.1,1.75
Patna,20220323,5.7038,28.18,32.15,1.59
Patna,20220324,6.2477,28.38,31.32,2.66
Patna,20220325,5.7619,29.21,33.91,2.27
Patna,20220326,6.5458,28.36,27.35,3.23
Patna,20220327,6.4718,28.09,26.76,1.77
Patna,20220328,5.9966,28.92,23.76,1.71
Patna,20220329,5.3318,29.62,26.09,1.29
Patna,20220330,5.052,28.84,38.12,1.87
Patna,20220331,4.4863,30.05,43.22,1.71
Patna,20220401,5.1516,31.8,30.28,1.42
Patna,20220402,4.146,31.22,47.06,2.03
Patna,20220403,4.266,32.4,39.4,1.9
Patna,20220404,6.3727,31.77,19.06,2.23
Patna,20220405,6.3984,32.15,16.97,1.47
Patna,20220406,6.3055,32.33,16.64,1.67
Patna,20220407,6.1783,31.67,23.24,1.54
Patna,20220408,6.1236,31.76,24.1,1.73
Patna,20220409,6.1433,32.0,24.95,1.7
Patna,20220410,5.6174,31.9,34.5,2.28
Patna,20220411,5.5632,32.07,39.37,2.04
Patna,20220412,5.6112,32.54,32.29,2.16
Patna,20220413,5.0755,33.07,29.38,1.66
Patna,20220414,5.8798,34.06,21.07,2.24
Patna,20220415,6.6847,33.83,17.29,3.03
Patna,20220416,6.3487,34.15,17.26,2.16
Patna,20220417,6.7013,34.45,14.89,1.69
Patna,20220418,6.755,34.93,13.57,2.15
Patna,20220419,5.9556,33.17,36.83,2.53
Patna,20220420,5.851,33.98,40.16,2.86
Patna,20220421,5.849,32.65,42.29,2.56
Patna,20220422,5.4127,34.08,30.92,2.35
Patna,20220423,7.0397,34.46,19.23,3.22
Patna,20220424,7.2175,34.52,13.68,3.82
Patna,20220425,7.1664,34.58,13.78,3.43
Patna,20220426,6.8009,35.24,15.08,2.69
Patna,20220427,6.551,36.24,14.04,2.87
Patna,20220428,6.5158,36.49,12.9,1.55
Patna,20220429,5.964,35.28,25.78,1.93
Patna,20220430,6.0499,35.71,25.48,2.68
Patna,20220501,6.2119,34.72,37.13,3.04
Patna,20220502,6.2772,33.64,44.5,3.75
Patna,20220503,4.7705,32.18,50.5,3.76
Patna,20220504,5.8608,32.68,49.6,2.21
Patna,20220505,4.6934,31.67,48.29,2.33
Patna,20220506,6.8374,32.01,44.63,2.29
Patna,20220507,6.2398,32.69,45.63,1.9
Patna,20220508,6.1078,33.55,41.3,2.23
Patna,20220509,4.5322,32.48,48.03,3.4
Patna,20220510,6.9214,32.96,47.5,3.36
Patna,20220511,6.6634,33.58,50.34,2.1
Patna,20220512,5.069,34.46,47.09,1.74
Patna,20220513,5.598,35.73,41.62,1.83
Patna,20220514,5.7823,35.63,36.48,2.25
Patna,20220515,5.9513,35.28,35.66,2.32
Patna,20220516,6.3034,35.94,42.14,2.95
Patna,20220517,6.1927,36.55,40.7,2.56
Patna,20220518,6.3715,37.3,31.52,2.21
Patna,20220519,5.3302,37.1,29.55,1.9
Patna,20220520,6.1956,35.98,37.14,2.5
Patna,20220521,6.1723,35.95,36.2,2.33
Patna,20220522,5.8135,34.71,38.0,2.1
Patna,20220523,6.1606,33.57,40.65,2.82
Patna,20220524,5.9203,32.92,44.08,1.41
Patna,20220525,5.7545,33.9,39.08,1.59
Patna,20220526,6.0931,34.07,30.2,1.43
Patna,20220527,6.9274,34.46,29.33,1.62
Patna,20220528,5.5049,33.93,38.64,2.11
Patna,20220529,3.1099,34.37,41.63,2.08
Patna,20220530,5.3582,34.8,40.3,2.01
Patna,20220531,5.6369,35.36,34.51,1.83
Patna,20220601,5.9623,36.53,35.95,2.16
Patna,20220602,5.6858,36.47,33.25,1.8
Patna,20220603,6.0694,37.1,30.31,2.08
Patna,20220604,5.4298,37.3,31.24,2.04
Patna,20220605,6.366,37.07,35.24,2.4
Patna,20220606,5.2238,36.62,39.94,2.61
Patna,20220607,5.4442,37.48,35.89,2.92
Patna,20220608,5.5697,37.43,37.25,2.99
Patna,20220609,5.2493,37.53,38.3,3.16
Patna,20220610,6.09,38.07,33.13,2.86
Patna,20220611,6.0737,37.63,34.72,3.15
Patna,20220612,6.2839,36.71,43.53,3.57
Patna,20220613,6.336,37.73,37.34,2.38
Patna,20220614,6.0398,38.39,33.03,2.31
Patna,20220615,5.3318,37.87,41.08,4.07
Patna,20220616,4.0037,33.15,53.97,4.65
Patna,20220617,4.3608,34.12,48.22,3.7
